image_id,building,number,path,split,main_visual_space,expected_annotation_extent,ambiguity_and_information,n_people_any,n_people_unassisted,n_people_manual_included,n_people_model_assisted,n_current20_manual,n_current20_any_seen,n_current20_no_record,max_current20_without_reusing_seen_nonmanual,naive_historical_topup_to20,nominal_current20_topup,n_current20_seen_nonmanual,current20_manual_workers,current20_no_record_workers,current20_seen_nonmanual_workers,coarse_type,coarse_label_provenance,boundary_label,user_doorway_group_codes,group_codes,exposure_interpretation
x8F5xyUWy9e_c66bbecc057b41a8bb2eaa76c6f072a2,x8F5xyUWy9e,11,data/mp3d_layout/test/img/x8F5xyUWy9e_c66bbecc057b41a8bb2eaa76c6f072a2.png,test,全高黄砖墙按摩室,入口、淋浴门、另一个关闭门及洗盆凹位围合,按摩床遮部分下角，洗盆凹位与淋浴门可能增加范围解释,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,特殊用途,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G235,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,1,data/mp3d_layout/test/img/yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089.png,test,红棕墙木地板卧室,床、壁炉、双窗墙及入口围合,床与柜体遮挡下角，窗帘遮局部墙边,10,5,5,5,5,8,12,17,15,15,3,8;13;29;33;35,1;2;6;10;11;12;15;30;31;32;36;37,17;28;34,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G236,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,6,data/mp3d_layout/test/img/yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257.png,test,红棕墙木地板卧室,床、壁炉、双窗墙及入口围合,近书桌端，桌椅遮挡墙脚；床仍完整可定位,6,6,6,0,4,4,16,20,14,16,0,10;13;34;35,1;2;6;8;11;12;15;17;28;29;30;31;32;33;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G236,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,yqstnuAEVhm,18,data/mp3d_layout/test/img/yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18.png,test,红棕墙木地板卧室,床、壁炉、双窗墙及入口围合,床与柜体遮挡下角，窗帘遮局部墙边,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G236,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,yqstnuAEVhm,2,data/mp3d_layout/test/img/yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe.png,test,正式餐厅靠厨房门,长餐桌及餐厅围合，旁侧通厨房,近门同时展示厨房，跨门范围比室内视点更不确定,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,厨房与用餐,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G237;G238,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_1d96a0a27c5a48aa9bd276dc7fe34d9b,yqstnuAEVhm,3,data/mp3d_layout/test/img/yqstnuAEVhm_1d96a0a27c5a48aa9bd276dc7fe34d9b.png,test,楼梯入口大厅,石地大厅、楼梯和餐厅开口,多个客厅/餐厅门洞可见，各有实体墙分隔,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G239,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2,yqstnuAEVhm,5,data/mp3d_layout/test/img/yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2.png,test,正式餐厅,长餐桌、嵌入展示壁柜、窗墙及多个门洞,桌椅遮墙脚，客厅和书房通过不同门洞出现,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,厨房与用餐,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G237;G239,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526,yqstnuAEVhm,10,data/mp3d_layout/test/img/yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526.png,test,正式餐厅,长餐桌、嵌入展示壁柜、窗墙及多个门洞,桌椅遮墙脚，客厅和书房通过不同门洞出现,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,厨房与用餐,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G237,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,26,data/mp3d_layout/test/img/yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.png,test,正式餐厅,长餐桌、嵌入展示壁柜、窗墙及多个门洞,桌椅遮墙脚，客厅和书房通过不同门洞出现,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,厨房与用餐,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G237,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,4,data/mp3d_layout/test/img/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.png,test,楼上走廊靠玻璃门,木地长廊及其端部玻璃门,玻璃门后地毯楼梯平台可见,23,23,23,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,交界候选,,G240;G241,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,7,data/mp3d_layout/test/img/yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1.png,test,木地板书房兼休闲区,中央壁炉、窗墙、两扇内玻璃门及外门,桌柜遮挡一端墙脚，两端信息随视点不同,6,6,6,0,4,4,16,20,14,16,0,6;10;17;34,1;2;8;11;12;13;15;28;29;30;31;32;33;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G242;G243,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_7acd3d3a7bee44a8ad04d460509b994e,yqstnuAEVhm,20,data/mp3d_layout/test/img/yqstnuAEVhm_7acd3d3a7bee44a8ad04d460509b994e.png,test,木地板书房兼休闲区,中央壁炉、窗墙、两扇内玻璃门及外门,桌柜遮挡一端墙脚，两端信息随视点不同,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G243,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,8,data/mp3d_layout/test/img/yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f.png,test,厨房兼早餐区,岛台、砖柱、外围橱柜及连续早餐窗区,岛台挡底角；早餐区连续，正式餐厅另经门口,5,5,5,0,5,5,15,20,15,15,0,6;8;17;31;32,1;2;10;11;12;13;15;28;29;30;33;34;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G238;G244,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_882f2a028ad249d49fdaabc1ddae789d,yqstnuAEVhm,22,data/mp3d_layout/test/img/yqstnuAEVhm_882f2a028ad249d49fdaabc1ddae789d.png,test,厨房兼早餐区,岛台、砖柱、外围橱柜及连续早餐窗区,岛台挡底角；早餐区连续，正式餐厅另经门口,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G244,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,9,data/mp3d_layout/test/img/yqstnuAEVhm_48447297e8444171a5db34ccf38bc229.png,test,主卧会客区域,壁炉两侧开放床区及柜区连接,壁炉凸墙分隔视觉，床与会客范围可能不同解释,6,6,6,0,4,4,16,20,14,16,0,11;13;34;35,1;2;6;8;10;12;15;17;28;29;30;31;32;33;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G245,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_559e923d612748dd8dce2557c3b4b675,yqstnuAEVhm,11,data/mp3d_layout/test/img/yqstnuAEVhm_559e923d612748dd8dce2557c3b4b675.png,test,楼上楼梯平台,楼梯栏杆、窗墙、浴室及衣帽间门,楼梯高差，多个实体门后的空间可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G240;G246;G247;G248,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_6440d94be92546fdab587df78fbea28b,yqstnuAEVhm,12,data/mp3d_layout/test/img/yqstnuAEVhm_6440d94be92546fdab587df78fbea28b.png,test,黑色洁具主浴室,浴缸、双盆、黑淋浴舱及厕位围合,镜面和淋浴玻璃、浴缸遮挡边界,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G249,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_64ea2c01d6184c35a9575a3e585a9b75,yqstnuAEVhm,13,data/mp3d_layout/test/img/yqstnuAEVhm_64ea2c01d6184c35a9575a3e585a9b75.png,test,灰墙红砖浴室,单盆、玻璃淋浴及厕位围合,透明隔断及内门外局部通道,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G250,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_6589ad7a5a0444b59adbf501c0f0fe53,yqstnuAEVhm,14,data/mp3d_layout/test/img/yqstnuAEVhm_6589ad7a5a0444b59adbf501c0f0fe53.png,test,红墙卧室门边兼走廊,卧室与走廊两套围合在近景连接,卧室和长廊同时明显，不确定应以哪一侧为主,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,交界候选,G236,G236,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,15,data/mp3d_layout/test/img/yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5.png,test,楼上楼梯平台靠卧室门,楼梯栏杆及平台至卧室入口,邻卧室打开，楼梯高差呈现清楚,26,26,26,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G246,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6,yqstnuAEVhm,16,data/mp3d_layout/test/img/yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6.png,test,地毯卧室门外木地走廊,走廊及卧室开口两侧,相机靠卧室门，门内空间不完整,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G236;G251,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_6f4d197078d14d6e944ed6533598a6f9,yqstnuAEVhm,17,data/mp3d_layout/test/img/yqstnuAEVhm_6f4d197078d14d6e944ed6533598a6f9.png,test,地毯壁炉客厅,沙发区、两端窗墙及多个玻璃门,沙发柜遮下角；门外大厅/书房分别可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G242,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_703d93b8575b4c0ba99c285dea126401,yqstnuAEVhm,19,data/mp3d_layout/test/img/yqstnuAEVhm_703d93b8575b4c0ba99c285dea126401.png,test,灰墙红砖浴室近入口,浴室主区及入口外小走道,入口外洗衣设施可见，跨门信息比13更多,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,user_reviewed_disagreement_subset,近交界暂不归入,,G250,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_858240c249474a24b753d21b85056f23,yqstnuAEVhm,21,data/mp3d_layout/test/img/yqstnuAEVhm_858240c249474a24b753d21b85056f23.png,test,地毯小卧室入口内侧,床区、窗及房门围合,门外走廊近景突出,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,交界候选,,G251;G252,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_96960ce9646a41e4bc183d75327fe1c1,yqstnuAEVhm,23,data/mp3d_layout/test/img/yqstnuAEVhm_96960ce9646a41e4bc183d75327fe1c1.png,test,低层石地分配小厅,多个房门及玻璃砖走道开口,绕转墙体遮后段；相连房间不自动合组,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G253,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,24,data/mp3d_layout/test/img/yqstnuAEVhm_9cb726b170554b9bacd039d4db246040.png,test,低层玻璃砖走廊,玻璃砖墙与平行墙之间长廊,侧后分配厅与前方楼梯，转角范围不完整,5,5,5,0,4,4,16,20,15,16,0,15;28;30;36,1;2;6;8;10;11;12;13;17;29;31;32;33;34;35;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G253,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,25,data/mp3d_layout/test/img/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.png,test,木地书房靠两内门,壁炉书房及分别通餐厅/客厅的门,两门极近，邻空间明显增加范围多解,23,23,23,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,工作与学习,user_reviewed_disagreement_subset,交界候选,,G243,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,27,data/mp3d_layout/test/img/yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347.png,test,低层走廊靠楼梯端,玻璃砖长廊及楼梯转折,另侧运动房门及上行台阶增加范围信息,9,5,5,4,5,9,11,16,15,15,4,1;2;12;34;37,6;8;10;13;15;17;28;29;30;32;35,11;31;33;36,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G253,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_be1f9bddd03847cf964f3b9598c8e5d3,yqstnuAEVhm,28,data/mp3d_layout/test/img/yqstnuAEVhm_be1f9bddd03847cf964f3b9598c8e5d3.png,test,楼上衣帽间门边,窄衣帽间及平台相接处,衣物遮墙脚，平台与浴室门又可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,储藏与家务辅助,ai_or_legacy_not_personally_reviewed_this_round,交界候选,,G247,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,29,data/mp3d_layout/test/img/yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d.png,test,主卧靠外门与柜区,壁炉旁外门凹位、柜区及会客连接,柜区与床区信息有遮挡，不宜默认全套房范围一致,5,5,5,0,5,5,15,20,15,15,0,11;15;28;29;36,1;2;6;8;10;12;13;17;30;31;32;33;34;35;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G245,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_e3a33da5e5334b3fbc96997fc9c269dd,yqstnuAEVhm,30,data/mp3d_layout/test/img/yqstnuAEVhm_e3a33da5e5334b3fbc96997fc9c269dd.png,test,楼上浅石浴室入口,淋浴与单盆所在浴室及平台,近门突出两侧空间，缺少另一完整浴室视点,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,交界候选,,G248,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,31,data/mp3d_layout/test/img/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.png,test,主卧入口与会客区,入口内凹位通壁炉会客区,长走廊同时显著，床区不完整,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,卧室,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G245,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,32,data/mp3d_layout/test/img/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.png,test,主卧床区及壁炉,床与壁炉之间主围合,与会客区连续但床侧浴室入口增加局部范围解释,26,26,26,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G245,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_e6ed009322974b1d89c053c04c0849fa,yqstnuAEVhm,33,data/mp3d_layout/test/img/yqstnuAEVhm_e6ed009322974b1d89c053c04c0849fa.png,test,地毯小卧室窗侧,床区、单窗、内门与壁柜围合,书桌及高柜挡下角,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G252,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,34,data/mp3d_layout/test/img/yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.png,test,楼上木地长走廊,玻璃门至主卧端的长廊,侧卧室门洞、玻璃门平台延伸,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G241,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_f2eeae1a36f14f6cb7b934efd9becb4d,yqstnuAEVhm,35,data/mp3d_layout/test/img/yqstnuAEVhm_f2eeae1a36f14f6cb7b934efd9becb4d.png,test,地毯客厅沙发内侧,壁炉、双端窗和玻璃门形成客厅,沙发大遮挡但主墙体开口可定位,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86,yqstnuAEVhm,36,data/mp3d_layout/test/img/yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86.png,test,黑色洁具浴室浴缸侧,浴缸、双盆、淋浴舱与厕位围合,与12共享玻璃/镜面及洁具遮挡,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G249,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
wc2JMjhGNzB_026ce91a981c4de3bb9fd2daeb99ec2b,wc2JMjhGNzB,1,data/mp3d_layout/test/img/wc2JMjhGNzB_026ce91a981c4de3bb9fd2daeb99ec2b.png,test,带壁炉和宽阳台门的主卧,床、壁炉及两侧窄窗构成的完整卧室围合,床及座椅遮挡少数下墙角；侧向附属开口需区分。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G201,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,wc2JMjhGNzB,2,data/mp3d_layout/test/img/wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35.png,test,黑金地面主卫,浴缸、双梳妆区及玻璃淋浴外主卫围合,镜面、浴缸遮挡与淋浴隔断是共享信息条件。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G202,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,3,data/mp3d_layout/test/img/wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee.png,test,蓝色床品小卧室,床、双窄窗、外门与附属短廊口所在卧室,床及书桌遮挡下角；短廊是否并入存在范围解释。,5,5,5,0,5,5,15,20,15,15,0,31;32;33;34;37,1;2;6;8;10;11;12;13;15;17;28;29;30;35;36,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G203;G204;G205,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,wc2JMjhGNzB,4,data/mp3d_layout/test/img/wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde.png,test,米色空卧室,双窄窗、单扇外门、浴室和衣柜门之间完整空房,遮挡少，卫浴和衣柜透视范围需区分。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,无法判断,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G206;G207,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995,wc2JMjhGNzB,5,data/mp3d_layout/test/img/wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995.png,test,拱窗楼梯上层长平台,长条木地板平台及栏杆边缘,楼梯高差、下层空洞和拱窗使围合存在解释；未发现同区另一视点。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
wc2JMjhGNzB_07fb6ea1434a451aa8dc27539ede0991,wc2JMjhGNzB,6,data/mp3d_layout/test/img/wc2JMjhGNzB_07fb6ea1434a451aa8dc27539ede0991.png,test,客卫洗手台区,入口门至无门拱口的洗手区,拱口后坐便凹区部分不可见；不能自动与凹区视点同范围。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G208,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942,wc2JMjhGNzB,7,data/mp3d_layout/test/img/wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942.png,test,淡紫色空卧室近主入口,双扇外门、双窄窗、短廊口和主入口间空房,门外石地走廊较近；室内围合仍完整。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,无法判断,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G206;G209,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
wc2JMjhGNzB_0bef60c301e646c7a2acadfa12e7cdff,wc2JMjhGNzB,8,data/mp3d_layout/test/img/wc2JMjhGNzB_0bef60c301e646c7a2acadfa12e7cdff.png,test,儿童活动室内侧,木地板、外门与楼梯厅宽开口之间活动空间,宽口外石地楼梯平台及高差可能影响扩展；镜面反射。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G210;G211,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
wc2JMjhGNzB_0caf634967404e889bf227539d7eaa0f,wc2JMjhGNzB,9,data/mp3d_layout/test/img/wc2JMjhGNzB_0caf634967404e889bf227539d7eaa0f.png,test,书桌与双椅书房,外双门及两窄窗、入口与长墙围成书房,桌椅遮挡部分下角，主体围合可追踪。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G212,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,wc2JMjhGNzB,10,data/mp3d_layout/test/img/wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b.png,test,淡紫色空卧室窗侧,双扇外门、双窄窗及入口、附属短廊口所在空房,墙角少遮挡；短廊是否并入保留解释。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,无法判断,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G209;G213,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383,wc2JMjhGNzB,11,data/mp3d_layout/test/img/wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383.png,test,长桌正式餐厅,黑色高柜、外门凹位与两内侧开口间餐厅,高柜及餐桌遮挡下角；无门廊口与外门凹位范围问题。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,厨房与用餐,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G214;G215,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
