gt_inner_id,base_task_id,hohonet_test_png_exists,hohonet_test_png_size,hohonet_test_png_sha16,hohonet_img_v_jpg_exists,hohonet_img_v_jpg_size,hohonet_img_v_jpg_sha16,bilayout_png_exists,bilayout_png_size,bilayout_png_sha16,png_vs_bilayout_mean_abs_rgb_resized,png_vs_bilayout_rms_abs_rgb_resized,png_vs_bilayout_any_pixel_changed,jpg_vs_bilayout_mean_abs_rgb,jpg_vs_bilayout_rms_abs_rgb,jpg_vs_bilayout_any_pixel_changed
363,uNb9QFRL6hY_709c21ff4dfa467cbaa655e84acc7030,True,2048x1024,6cb6c68e4c2846e6,True,1024x512,9b0502e6e46fb5c0,True,1024x512,72f94be70f6ef916,0.716,1.892,1,1.489,2.694,1
364,uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3,True,2048x1024,364774aac87a3ec5,True,1024x512,8a8301f3c68babb3,True,1024x512,9f04165a986838bb,1.191,3.294,1,1.958,4.059,1
365,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,True,2048x1024,943ab84d332aaed0,True,1024x512,820133c81ac9e43c,True,1024x512,9f564dae4a4bf6fb,0.319,0.992,1,1.020,1.757,1
366,uNb9QFRL6hY_9ec5ebcf3edc44e1ba6dd02e8423e5ed,True,2048x1024,019a6403c6aa37aa,True,1024x512,dafdb074638fe01b,True,1024x512,70976010b8c72869,0.683,1.608,1,1.521,2.512,1
367,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,True,2048x1024,01f27f543306268b,True,1024x512,00e86dda9af8524e,True,1024x512,56bd7a2bf7eec39e,3.094,7.413,1,4.129,8.440,1
368,uNb9QFRL6hY_a728d2eef41b449f82357899de802dd3,True,2048x1024,3518302c535006d8,True,1024x512,4c5fde3ae8c777ef,True,1024x512,a5aef256d2954485,1.221,3.199,1,2.163,4.121,1
369,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,True,2048x1024,0f97da46b0ce303c,True,1024x512,f731952376797d16,True,1024x512,cac6579e9250324d,3.700,12.078,1,4.010,12.622,1
370,uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,True,2048x1024,67f096fc8532e52b,True,1024x512,da2830a2fe1e3edc,True,1024x512,9239c2b34fcacaba,1.623,5.219,1,2.333,5.867,1
371,uNb9QFRL6hY_b1aedc485cfa4b47be0977925c3dc799,True,2048x1024,0a86395ca87145f0,True,1024x512,97e5003596872d34,True,1024x512,6757a8bb0236c979,1.228,3.339,1,1.945,4.067,1
372,uNb9QFRL6hY_b98c9460586e4f138658181461df9f51,True,2048x1024,6548d4dba3266d77,True,1024x512,eab96eb248f6a709,True,1024x512,0715d71998ab1ea8,1.140,3.067,1,1.963,3.954,1
373,uNb9QFRL6hY_baf711edf5524d868702f86e69e566a0,True,2048x1024,a8f1ae38e2b8e56d,True,1024x512,aae2635a45486728,True,1024x512,6702217917603295,0.405,1.342,1,1.050,1.990,1
374,uNb9QFRL6hY_bbaa68601ebf4aeba9d8b311413cfc13,True,2048x1024,098af5edbc7474fc,True,1024x512,5f6418c7660b44e4,True,1024x512,c8700492a5990383,1.521,4.574,1,2.180,5.226,1
375,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,True,2048x1024,5c1c99081d2d9559,True,1024x512,a65c71faa009946a,True,1024x512,e0d0852bd0bc67b5,0.473,1.238,1,1.266,2.165,1
376,uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43,True,2048x1024,829c8279e1b67756,True,1024x512,6db2028400f4373b,True,1024x512,c43a082f1dac8916,2.168,6.338,1,2.766,6.950,1
377,uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1,True,2048x1024,f758081cf12e2751,True,1024x512,3049e440ede2919e,True,1024x512,fea6d5c33c527e3f,1.698,4.548,1,2.462,5.256,1
378,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,True,2048x1024,34c626a09569b9fa,True,1024x512,58fb4cb315c60b64,True,1024x512,83bb97a8f2cdffbd,0.475,1.354,1,1.192,2.120,1
379,uNb9QFRL6hY_ddd25dd6cdec45f1a5222ed50c061b9b,True,2048x1024,2bf766a7627c2ad3,True,1024x512,24f8822d1cebbfad,True,1024x512,d2c749d7749b388b,2.144,5.792,1,2.749,6.364,1
380,uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,True,2048x1024,fbdbbca4125f8a2d,True,1024x512,7ae16840702724fe,True,1024x512,c1682e03b9317ac5,1.755,4.307,1,2.546,5.088,1
381,uNb9QFRL6hY_e39b52c7eedc4d859fca7888cab531ae,True,2048x1024,469c7dfc66ced169,True,1024x512,356839278c3fa7d7,True,1024x512,e4933cc0903359f5,0.824,2.481,1,1.486,3.134,1
382,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,True,2048x1024,3837a2a6f3a8aa7b,True,1024x512,c5ebeb24b2768feb,True,1024x512,52541aa67169e508,0.303,1.002,1,1.000,1.759,1
383,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,True,2048x1024,b058e26f56305f04,True,1024x512,3fb1ad00c9e279b7,True,1024x512,c2934c17b9011b43,3.848,11.072,1,4.326,11.773,1
384,uNb9QFRL6hY_fcba704f80a04361842c0fdcb776becc,True,2048x1024,3a160b3a546e7035,True,1024x512,dc158e48f7dac45a,True,1024x512,6a23272f0819e0f4,0.768,2.048,1,1.751,3.136,1
385,uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,True,2048x1024,b59fed8761dcc0b2,True,1024x512,017d468e70c4d1fe,True,1024x512,e574ebc102d1e464,1.682,6.076,1,2.176,6.611,1
386,UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,True,2048x1024,40ca4b98cc580a36,True,1024x512,d2102145fd1a82ff,True,1024x512,444a93b14084d2af,0.497,1.492,1,1.294,2.322,1
387,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,True,2048x1024,35a89f7f2b9401e0,True,1024x512,8da3c3a631eef073,True,1024x512,0de71f997b89eeab,1.288,3.556,1,2.029,4.245,1
388,UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,True,2048x1024,cb01c69293bcaf7a,True,1024x512,3ed04ee8ca89d64a,True,1024x512,2be1c63342dc3e54,0.860,2.019,1,1.700,2.889,1
389,UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,True,2048x1024,6cf9a955d8bfa2ca,True,1024x512,c1631dbf623874b3,True,1024x512,f4b65fd669e47ccc,1.754,4.722,1,2.389,5.354,1
390,UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,True,2048x1024,43fceed3c67d63d1,True,1024x512,2ddf19f40999362e,True,1024x512,b4a5fe1810c9024c,0.685,1.915,1,1.502,2.604,1
391,UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,True,2048x1024,b92ac52fde9a766c,True,1024x512,3b2e04e8b9ed0e58,True,1024x512,2f0e02ae1b33aea4,1.039,2.396,1,1.767,3.115,1
392,UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,True,2048x1024,be5f320effbf2002,True,1024x512,d206d83dd097fa96,True,1024x512,4d979bd46431fde7,2.104,5.953,1,2.862,6.669,1
393,UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,True,2048x1024,404599e94e877b91,True,1024x512,27900110e195db06,True,1024x512,2b7f9a35cf8a21ac,2.388,7.499,1,3.129,8.237,1
394,UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,True,2048x1024,528a08b84e824d5d,True,1024x512,ed5fe3b47cd16ddc,True,1024x512,76f8479c8ae1bdc5,1.423,4.786,1,2.123,5.427,1
395,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,True,2048x1024,58fd930f2c323990,True,1024x512,cc9dcc7b7c2bcf83,True,1024x512,97d1f0a760da0871,0.629,1.892,1,1.381,2.553,1
396,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,True,2048x1024,fca3335fbe2f6b5f,True,1024x512,33f69544b1598e73,True,1024x512,324f46129371cd7d,1.113,3.336,1,1.994,4.241,1
397,wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,True,2048x1024,9b0768b3189c5e28,True,1024x512,d032945da95adf8e,True,1024x512,e426742ba5fb5176,1.352,4.907,1,1.981,5.463,1
398,wc2JMjhGNzB_0bef60c301e646c7a2acadfa12e7cdff,True,2048x1024,f27c3ecf731b1ba6,True,1024x512,98ea905d7da9b85e,True,1024x512,c5e48ae4813bcaf6,1.324,4.224,1,2.231,5.158,1
399,wc2JMjhGNzB_1d1b27d1b8db40f99e2fa3af6e237ce9,True,2048x1024,eb224f96ba15ba62,True,1024x512,bd27db558ca1ca83,True,1024x512,23c5ea327f357c16,2.780,7.838,1,3.426,8.515,1
400,wc2JMjhGNzB_25dffb87de434b119296fc0a02ede607,True,2048x1024,0938014a5fdce7ef,True,1024x512,f117a45ba72e3923,True,1024x512,a13418bed7a1eb7e,1.567,4.518,1,2.330,5.219,1
401,wc2JMjhGNzB_3949e4e00d354f79afea742a2b0599d2,True,2048x1024,684f47ea1a8ebed3,True,1024x512,9106d94fe61dda1b,True,1024x512,ac89f3b3e53e36d2,3.742,9.999,1,4.277,10.641,1
402,wc2JMjhGNzB_3a035012369c4eb58295238d946fbc66,True,2048x1024,48f7c8cd9b18ff57,True,1024x512,81cd8e3b96fa7449,True,1024x512,e597900db0431d47,0.818,2.375,1,1.572,3.160,1
403,wc2JMjhGNzB_4af5e796d4d348bc9129c41d5b0556cd,True,2048x1024,6d21e9c05fbc5643,True,1024x512,3495f4c344cfe03b,True,1024x512,46d9e9332b1e0445,5.796,18.242,1,6.459,19.431,1
404,wc2JMjhGNzB_5c363f3933e84bb5aceb3899f997b6fb,True,2048x1024,b102ce40dfa6c9fc,True,1024x512,014961cc8db94bb8,True,1024x512,e8d582109594ba79,1.273,4.375,1,2.044,5.058,1
405,wc2JMjhGNzB_6888c169680241f19a903ee49dac3655,True,2048x1024,dcd6eeba891f61bd,True,1024x512,42e23b2fe5285e60,True,1024x512,b70be2006a408739,3.319,9.951,1,3.990,10.784,1
406,wc2JMjhGNzB_6dca116f3be44ac89eb68038d832957b,True,2048x1024,f5e15fe7edcfd47b,True,1024x512,f711446fdfb3cf30,True,1024x512,6f23fcd43d555ea7,5.244,13.830,1,5.513,14.152,1
407,wc2JMjhGNzB_765293b6cd0a4bf4a50595038eb2b623,True,2048x1024,2589e6b667b09224,True,1024x512,8114928d03753821,True,1024x512,66e6bbe00b8460d7,1.316,3.281,1,2.188,4.166,1
408,wc2JMjhGNzB_7a57d2299f5f4f7a9769f200d21ed9ed,True,2048x1024,2e8ba11e71d4b7c0,True,1024x512,f36fb4f150bae648,True,1024x512,079711a1a4bc3743,0.862,2.047,1,1.906,3.409,1
409,wc2JMjhGNzB_818104cf87d045a18b4bf134ef76ec41,True,2048x1024,4d37721f5e55f83c,True,1024x512,f55f021a7a14f5c4,True,1024x512,a8ed2709f02eab02,0.941,2.698,1,1.779,3.578,1
410,wc2JMjhGNzB_964c4d82ac6c428bb3dc3325ad8c7ec9,True,2048x1024,dafd5456e500d84a,True,1024x512,0b9087c0ef8fea82,True,1024x512,a983663bca8651c5,1.880,4.064,1,2.966,5.291,1
411,wc2JMjhGNzB_99bcf51aef0947b6898bb8114219d730,True,2048x1024,4b6cdcee161bd9b9,True,1024x512,a4d9dccc9613d380,True,1024x512,3925a67d22a069e0,0.449,1.185,1,1.379,2.384,1
412,wc2JMjhGNzB_aeb3199e10354e45a4884bb185c03257,True,2048x1024,9ffc774d8b9d7fa8,True,1024x512,0605325ecc9a1643,True,1024x512,5b90c1042919c70e,2.895,7.130,1,3.715,8.048,1
413,wc2JMjhGNzB_ebf624692bd6472ca94a297ffa1f4c05,True,2048x1024,e79618992af4be45,True,1024x512,61f7209892000fff,True,1024x512,c2bd4e9a4e69d6ea,1.849,5.793,1,2.586,6.607,1
414,X7HyMhZNoso_0595477618f44940b004970372df16dc,True,2048x1024,9d3c406fdd1b837a,True,1024x512,686fa12e1066219c,True,1024x512,c485ad0e5c3baf87,0.522,1.448,1,1.341,2.563,1
415,X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583,True,2048x1024,c41d052d7f6ee43a,True,1024x512,cb8bf2ea69e93949,True,1024x512,f7bcc53ef365af6e,1.223,3.610,1,1.929,4.330,1
416,X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc,True,2048x1024,a74afdfec11e9246,True,1024x512,05099ab42995a073,True,1024x512,ce2b0e60908e4c63,0.947,2.851,1,1.559,3.382,1
417,X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,True,2048x1024,74e682cfd7f0a447,True,1024x512,9798f957cb03fc80,True,1024x512,d4972517fa8babda,1.230,3.516,1,1.905,4.144,1
418,X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,True,2048x1024,ca688ea18d84d148,True,1024x512,b0c48d090f983017,True,1024x512,98436cff3d835e83,0.750,1.779,1,1.371,2.389,1
419,X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,True,2048x1024,ff1755d1fffe8c57,True,1024x512,cc06459c557ea97e,True,1024x512,45493cb4b2aca819,0.774,2.128,1,1.466,2.858,1
420,X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,True,2048x1024,f0686303aa8955dc,True,1024x512,2c21c0d2cea00909,True,1024x512,54593ce8b855f9f4,1.456,3.554,1,2.206,4.319,1
421,X7HyMhZNoso_a830b673f439458aa54a716194d972b7,True,2048x1024,19c792981800c6c0,True,1024x512,c0a228b7dc6831e5,True,1024x512,ed0feffaabb301bf,0.544,1.605,1,1.253,2.498,1
422,X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,True,2048x1024,22011c87d7f1355d,True,1024x512,372a2974f81970f3,True,1024x512,3212b19b6a590b8f,0.738,2.100,1,1.443,2.825,1
423,X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,True,2048x1024,1f0d4068a79de815,True,1024x512,ad72e984dc170847,True,1024x512,be191a7887449daa,3.078,9.335,1,3.385,9.829,1
424,X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,True,2048x1024,6666604269292abd,True,1024x512,01787fe0a6a370b7,True,1024x512,4a8f9089da6b4f3b,0.590,1.539,1,1.289,2.267,1
425,X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,True,2048x1024,6fb55ebc53bcfeae,True,1024x512,680011f0e7ed4355,True,1024x512,1ab45be12b0cc76b,1.015,2.810,1,1.699,3.431,1
426,X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,True,2048x1024,4fe81cd2005c3202,True,1024x512,44cb051dfdd49839,True,1024x512,b1a2d81581143411,1.255,3.474,1,1.860,4.113,1
427,X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,True,2048x1024,d67bc77fbde7decd,True,1024x512,a82a8915c6d21774,True,1024x512,3225ab9de3608c7c,1.799,5.360,1,2.129,5.801,1
428,X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,True,2048x1024,ce6cb05444d855ab,True,1024x512,83bdf88a037170af,True,1024x512,06b582465cce7d5f,0.983,2.920,1,1.642,3.542,1
429,X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,True,2048x1024,c6fef4b5afec29f2,True,1024x512,e2f202d10daeb96c,True,1024x512,3945276f902f2ec8,0.859,2.498,1,1.461,3.074,1
430,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,True,2048x1024,5b812a9278a1fb3f,True,1024x512,8e0e8e5448e9d7c9,True,1024x512,b486208fece5f6fc,4.657,11.635,1,4.906,12.130,1
431,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,True,2048x1024,624c4abde10e5dfb,True,1024x512,27032c0692768e3e,True,1024x512,2eb4ae789f8ba042,2.735,7.055,1,3.457,7.784,1
432,x8F5xyUWy9e_46b120dde4004bf9ada90cf967c0585b,True,2048x1024,e251535fbb8ea96f,True,1024x512,8f4da8d59ed42403,True,1024x512,613242d6658e4688,1.698,4.232,1,2.677,5.232,1
433,x8F5xyUWy9e_59d9c66f57b14062a49e17e8f1da2151,True,2048x1024,dd824892fa663b15,True,1024x512,01d1cc6b55a19c3a,True,1024x512,f003d33ed46a0ba7,2.999,8.065,1,3.714,8.792,1
434,x8F5xyUWy9e_61dabfb7fecf4f328ad300a6f4b96037,True,2048x1024,175611dbb5fe754b,True,1024x512,f619b109922ad7b3,True,1024x512,d7b2ad02648a8858,1.907,5.537,1,2.500,6.135,1
435,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,True,2048x1024,9848c065a5242dd0,True,1024x512,fc502c0a0ee8b56a,True,1024x512,835ba9263f627b5b,1.893,5.767,1,2.299,6.234,1
436,x8F5xyUWy9e_c66bbecc057b41a8bb2eaa76c6f072a2,True,2048x1024,489aced56dd007d4,True,1024x512,5f2e24641636aa5e,True,1024x512,f6d534ad95b65a9b,1.754,4.152,1,2.613,5.041,1
437,yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,True,2048x1024,f34c11b6bc45aea8,True,1024x512,c489836fca0ad47d,True,1024x512,5e9ac374e09155aa,1.020,2.568,1,2.106,3.850,1
438,yqstnuAEVhm_1d96a0a27c5a48aa9bd276dc7fe34d9b,True,2048x1024,948377f72e0d28cb,True,1024x512,0fb62601d8f09d10,True,1024x512,506211b049c5b5c0,2.527,5.843,1,3.440,6.865,1
439,yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2,True,2048x1024,0e05daca50eedec0,True,1024x512,56baa6f57f31d253,True,1024x512,5b46fbc8f3c573b8,1.275,3.239,1,2.398,4.515,1
440,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,True,2048x1024,88ab19608d1e18cd,True,1024x512,17405fac445c6483,True,1024x512,9155744b861c62b5,1.993,4.973,1,3.004,6.025,1
441,yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526,True,2048x1024,333acd2df23d12e9,True,1024x512,86927630971a07a7,True,1024x512,5c4a9d01e2285b28,5.881,15.276,1,6.306,15.962,1
442,yqstnuAEVhm_559e923d612748dd8dce2557c3b4b675,True,2048x1024,9b77707b76665fa8,True,1024x512,04b601faaed3a281,True,1024x512,ed7831269a45ba4c,1.183,3.547,1,2.041,4.366,1
443,yqstnuAEVhm_6440d94be92546fdab587df78fbea28b,True,2048x1024,1eebdabf0396840d,True,1024x512,cdf6b3f1ac7438aa,True,1024x512,d15bb4bcfcb1bf03,1.466,3.822,1,2.504,4.887,1
444,yqstnuAEVhm_6589ad7a5a0444b59adbf501c0f0fe53,True,2048x1024,219e4cb13201967e,True,1024x512,28e5c539993396e9,True,1024x512,86dbcfbd650038ea,1.144,3.107,1,2.122,4.168,1
445,yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6,True,2048x1024,c55efa801e502411,True,1024x512,3d2784b0c07d1bb7,True,1024x512,4274028973230823,0.780,2.152,1,1.759,3.291,1
446,yqstnuAEVhm_6f4d197078d14d6e944ed6533598a6f9,True,2048x1024,22819ca1496abd1e,True,1024x512,766420e5991c809c,True,1024x512,bf445fbf020eede9,1.751,4.683,1,2.640,5.685,1
447,yqstnuAEVhm_703d93b8575b4c0ba99c285dea126401,True,2048x1024,de80f3cff947bf72,True,1024x512,c53721b0cedc391c,True,1024x512,22749afbf2cbc154,0.917,2.394,1,1.809,3.361,1
448,yqstnuAEVhm_7acd3d3a7bee44a8ad04d460509b994e,True,2048x1024,6f65cb6eff21731a,True,1024x512,75f1500b9f0c8eb3,True,1024x512,e40291b916dfcc6e,0.959,2.059,1,2.134,3.636,1
449,yqstnuAEVhm_858240c249474a24b753d21b85056f23,True,2048x1024,5652b755338f3170,True,1024x512,d8a3f869f288e7f7,True,1024x512,b6cdcb5282831fec,2.831,9.009,1,3.377,9.663,1
450,yqstnuAEVhm_882f2a028ad249d49fdaabc1ddae789d,True,2048x1024,86cd7e9ee8c440ce,True,1024x512,cc939db5d3c50a67,True,1024x512,8442326623917d6a,0.945,2.121,1,2.204,3.853,1
451,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,True,2048x1024,9159c3716579eed3,True,1024x512,8746b0dbeac66d74,True,1024x512,f9eaec84d7fc0937,1.296,3.195,1,2.135,4.097,1
452,yqstnuAEVhm_be1f9bddd03847cf964f3b9598c8e5d3,True,2048x1024,db6ec7eaed8e3d7a,True,1024x512,942ee2079e950a8e,True,1024x512,ab9eaa2149160904,7.735,20.864,1,8.166,21.561,1
453,yqstnuAEVhm_e3a33da5e5334b3fbc96997fc9c269dd,True,2048x1024,99947104e009693b,True,1024x512,22bc690d9f2b46ee,True,1024x512,8d64f3921898fe60,1.248,3.703,1,1.999,4.411,1
454,yqstnuAEVhm_e6ed009322974b1d89c053c04c0849fa,True,2048x1024,5963bfc2db328064,True,1024x512,9bbf1b68bb294e95,True,1024x512,21fa85f20ba5497a,0.806,2.189,1,1.816,3.499,1
455,Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f,True,2048x1024,244902e0f5cc662c,True,1024x512,36103afa308480a9,True,1024x512,bee50e53e23703f0,2.916,5.463,1,4.391,7.144,1
456,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,True,2048x1024,f4d30410392fbd21,True,1024x512,6e888b59f9b88e86,True,1024x512,5e8a2949ad1de9e5,6.669,13.395,1,7.946,15.068,1
457,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,True,2048x1024,a4cb11e427272e55,True,1024x512,7fa16ffda73e156f,True,1024x512,97d6d0cdd9d9015c,1.905,3.449,1,3.555,5.536,1
458,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,True,2048x1024,872eb6fe9b4b284a,True,1024x512,eab91543d9864f24,True,1024x512,9b6f13544f3b5adb,3.676,7.016,1,5.111,8.599,1
