condition,building,family,qualified_workers,requested_groups,actual_groups,singleton_types,status
semi,B6ByNegPMKs,TSB,19,4,4,1,fitted_exploratory
semi,B6ByNegPMKs,TSB,19,5,5,1,fitted_exploratory
semi,B6ByNegPMKs,TSB,19,6,6,1,fitted_exploratory
semi,B6ByNegPMKs,TSB,19,7,7,2,fitted_exploratory
semi,B6ByNegPMKs,TSB,19,8,8,2,fitted_exploratory
semi,B6ByNegPMKs,TSB,19,9,9,3,fitted_exploratory
semi,B6ByNegPMKs,QTSB,19,2,2,0,fitted_exploratory
semi,B6ByNegPMKs,QTSB,19,3,3,0,fitted_exploratory
semi,B6ByNegPMKs,QTSB,19,4,4,1,fitted_exploratory
semi,B6ByNegPMKs,QTSB,19,5,5,1,fitted_exploratory
semi,B6ByNegPMKs,QTSB,19,6,6,2,fitted_exploratory
semi,B6ByNegPMKs,QTSB,19,7,7,3,fitted_exploratory
semi,B6ByNegPMKs,QTSB,19,8,8,3,fitted_exploratory
semi,B6ByNegPMKs,QTSB,19,9,9,4,fitted_exploratory
semi,B6ByNegPMKs,quality_time_edit,19,2,2,0,fitted_exploratory
semi,B6ByNegPMKs,quality_time_edit,19,3,3,0,fitted_exploratory
semi,B6ByNegPMKs,quality_time_edit,19,4,4,1,fitted_exploratory
semi,B6ByNegPMKs,quality_time_edit,19,5,5,1,fitted_exploratory
semi,B6ByNegPMKs,quality_time_edit,19,6,6,1,fitted_exploratory
semi,B6ByNegPMKs,quality_time_edit,19,7,7,2,fitted_exploratory
semi,B6ByNegPMKs,quality_time_edit,19,8,8,3,fitted_exploratory
semi,B6ByNegPMKs,quality_time_edit,19,9,9,4,fitted_exploratory
semi,UwV83HsGsw3,Q,24,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,Q,24,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,Q,24,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,Q,24,5,5,1,fitted_exploratory
semi,UwV83HsGsw3,Q,24,6,6,1,fitted_exploratory
semi,UwV83HsGsw3,Q,24,7,7,2,fitted_exploratory
semi,UwV83HsGsw3,Q,24,8,8,2,fitted_exploratory
semi,UwV83HsGsw3,Q,24,9,9,2,fitted_exploratory
semi,UwV83HsGsw3,Q,24,10,10,2,fitted_exploratory
semi,UwV83HsGsw3,Q,24,11,11,3,fitted_exploratory
semi,UwV83HsGsw3,Q,24,12,12,4,fitted_exploratory
semi,UwV83HsGsw3,T,19,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,T,19,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,T,19,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,T,19,5,5,0,fitted_exploratory
semi,UwV83HsGsw3,T,19,6,6,0,fitted_exploratory
semi,UwV83HsGsw3,T,19,7,7,0,fitted_exploratory
semi,UwV83HsGsw3,T,19,8,8,1,fitted_exploratory
semi,UwV83HsGsw3,T,19,9,9,2,fitted_exploratory
semi,UwV83HsGsw3,S,24,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,S,24,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,S,24,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,S,24,5,5,1,fitted_exploratory
semi,UwV83HsGsw3,S,24,6,6,1,fitted_exploratory
semi,UwV83HsGsw3,S,24,7,7,1,fitted_exploratory
semi,UwV83HsGsw3,S,24,8,8,1,fitted_exploratory
semi,UwV83HsGsw3,S,24,9,9,2,fitted_exploratory
semi,UwV83HsGsw3,S,24,10,10,3,fitted_exploratory
semi,UwV83HsGsw3,S,24,11,11,3,fitted_exploratory
semi,UwV83HsGsw3,S,24,12,12,4,fitted_exploratory
semi,UwV83HsGsw3,B,24,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,B,24,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,B,24,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,B,24,5,5,0,fitted_exploratory
semi,UwV83HsGsw3,B,24,6,6,1,fitted_exploratory
semi,UwV83HsGsw3,B,24,7,7,1,fitted_exploratory
semi,UwV83HsGsw3,B,24,8,8,1,fitted_exploratory
semi,UwV83HsGsw3,B,24,9,9,3,fitted_exploratory
semi,UwV83HsGsw3,B,24,10,10,5,fitted_exploratory
semi,UwV83HsGsw3,B,24,11,11,5,fitted_exploratory
semi,UwV83HsGsw3,B,24,12,12,6,fitted_exploratory
semi,UwV83HsGsw3,QT,19,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,QT,19,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,QT,19,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,QT,19,5,5,0,fitted_exploratory
semi,UwV83HsGsw3,QT,19,6,6,2,fitted_exploratory
semi,UwV83HsGsw3,QT,19,7,7,2,fitted_exploratory
semi,UwV83HsGsw3,QT,19,8,8,2,fitted_exploratory
semi,UwV83HsGsw3,QT,19,9,9,2,fitted_exploratory
semi,UwV83HsGsw3,QS,24,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,QS,24,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,QS,24,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,QS,24,5,5,0,fitted_exploratory
semi,UwV83HsGsw3,QS,24,6,6,1,fitted_exploratory
semi,UwV83HsGsw3,QS,24,7,7,1,fitted_exploratory
semi,UwV83HsGsw3,QS,24,8,8,2,fitted_exploratory
semi,UwV83HsGsw3,QS,24,9,9,4,fitted_exploratory
semi,UwV83HsGsw3,QS,24,10,10,4,fitted_exploratory
semi,UwV83HsGsw3,QS,24,11,11,5,fitted_exploratory
semi,UwV83HsGsw3,QS,24,12,12,5,fitted_exploratory
semi,UwV83HsGsw3,QB,24,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,QB,24,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,QB,24,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,QB,24,5,5,0,fitted_exploratory
semi,UwV83HsGsw3,QB,24,6,6,1,fitted_exploratory
semi,UwV83HsGsw3,QB,24,7,7,2,fitted_exploratory
semi,UwV83HsGsw3,QB,24,8,8,2,fitted_exploratory
semi,UwV83HsGsw3,QB,24,9,9,3,fitted_exploratory
semi,UwV83HsGsw3,QB,24,10,10,4,fitted_exploratory
semi,UwV83HsGsw3,QB,24,11,11,4,fitted_exploratory
semi,UwV83HsGsw3,QB,24,12,12,4,fitted_exploratory
semi,UwV83HsGsw3,TS,19,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,TS,19,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,TS,19,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,TS,19,5,5,0,fitted_exploratory
semi,UwV83HsGsw3,TS,19,6,6,1,fitted_exploratory
semi,UwV83HsGsw3,TS,19,7,7,2,fitted_exploratory
semi,UwV83HsGsw3,TS,19,8,8,2,fitted_exploratory
semi,UwV83HsGsw3,TS,19,9,9,3,fitted_exploratory
semi,UwV83HsGsw3,TB,19,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,TB,19,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,TB,19,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,TB,19,5,5,0,fitted_exploratory
semi,UwV83HsGsw3,TB,19,6,6,0,fitted_exploratory
semi,UwV83HsGsw3,TB,19,7,7,2,fitted_exploratory
semi,UwV83HsGsw3,TB,19,8,8,2,fitted_exploratory
semi,UwV83HsGsw3,TB,19,9,9,4,fitted_exploratory
semi,UwV83HsGsw3,SB,24,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,SB,24,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,SB,24,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,SB,24,5,5,0,fitted_exploratory
semi,UwV83HsGsw3,SB,24,6,6,0,fitted_exploratory
semi,UwV83HsGsw3,SB,24,7,7,1,fitted_exploratory
semi,UwV83HsGsw3,SB,24,8,8,1,fitted_exploratory
semi,UwV83HsGsw3,SB,24,9,9,3,fitted_exploratory
semi,UwV83HsGsw3,SB,24,10,10,3,fitted_exploratory
semi,UwV83HsGsw3,SB,24,11,11,4,fitted_exploratory
semi,UwV83HsGsw3,SB,24,12,12,6,fitted_exploratory
semi,UwV83HsGsw3,QTS,19,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,QTS,19,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,QTS,19,4,4,1,fitted_exploratory
semi,UwV83HsGsw3,QTS,19,5,5,1,fitted_exploratory
semi,UwV83HsGsw3,QTS,19,6,6,2,fitted_exploratory
semi,UwV83HsGsw3,QTS,19,7,7,3,fitted_exploratory
semi,UwV83HsGsw3,QTS,19,8,8,3,fitted_exploratory
semi,UwV83HsGsw3,QTS,19,9,9,4,fitted_exploratory
semi,UwV83HsGsw3,QTB,19,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,QTB,19,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,QTB,19,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,QTB,19,5,5,1,fitted_exploratory
semi,UwV83HsGsw3,QTB,19,6,6,2,fitted_exploratory
semi,UwV83HsGsw3,QTB,19,7,7,2,fitted_exploratory
semi,UwV83HsGsw3,QTB,19,8,8,2,fitted_exploratory
semi,UwV83HsGsw3,QTB,19,9,9,4,fitted_exploratory
semi,UwV83HsGsw3,QSB,24,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,QSB,24,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,QSB,24,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,QSB,24,5,5,0,fitted_exploratory
semi,UwV83HsGsw3,QSB,24,6,6,0,fitted_exploratory
semi,UwV83HsGsw3,QSB,24,7,7,1,fitted_exploratory
semi,UwV83HsGsw3,QSB,24,8,8,1,fitted_exploratory
semi,UwV83HsGsw3,QSB,24,9,9,3,fitted_exploratory
semi,UwV83HsGsw3,QSB,24,10,10,4,fitted_exploratory
semi,UwV83HsGsw3,QSB,24,11,11,4,fitted_exploratory
semi,UwV83HsGsw3,QSB,24,12,12,5,fitted_exploratory
semi,UwV83HsGsw3,TSB,19,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,TSB,19,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,TSB,19,4,4,1,fitted_exploratory
semi,UwV83HsGsw3,TSB,19,5,5,1,fitted_exploratory
semi,UwV83HsGsw3,TSB,19,6,6,1,fitted_exploratory
semi,UwV83HsGsw3,TSB,19,7,7,2,fitted_exploratory
semi,UwV83HsGsw3,TSB,19,8,8,3,fitted_exploratory
semi,UwV83HsGsw3,TSB,19,9,9,4,fitted_exploratory
semi,UwV83HsGsw3,QTSB,19,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,QTSB,19,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,QTSB,19,4,4,1,fitted_exploratory
semi,UwV83HsGsw3,QTSB,19,5,5,1,fitted_exploratory
semi,UwV83HsGsw3,QTSB,19,6,6,1,fitted_exploratory
semi,UwV83HsGsw3,QTSB,19,7,7,2,fitted_exploratory
semi,UwV83HsGsw3,QTSB,19,8,8,2,fitted_exploratory
semi,UwV83HsGsw3,QTSB,19,9,9,4,fitted_exploratory
semi,UwV83HsGsw3,quality_time_edit,19,2,2,0,fitted_exploratory
semi,UwV83HsGsw3,quality_time_edit,19,3,3,0,fitted_exploratory
semi,UwV83HsGsw3,quality_time_edit,19,4,4,0,fitted_exploratory
semi,UwV83HsGsw3,quality_time_edit,19,5,5,1,fitted_exploratory
semi,UwV83HsGsw3,quality_time_edit,19,6,6,1,fitted_exploratory
semi,UwV83HsGsw3,quality_time_edit,19,7,7,2,fitted_exploratory
semi,UwV83HsGsw3,quality_time_edit,19,8,8,2,fitted_exploratory
semi,UwV83HsGsw3,quality_time_edit,19,9,9,4,fitted_exploratory
semi,X7HyMhZNoso,Q,24,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,Q,24,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,Q,24,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,Q,24,5,5,1,fitted_exploratory
semi,X7HyMhZNoso,Q,24,6,6,1,fitted_exploratory
semi,X7HyMhZNoso,Q,24,7,7,1,fitted_exploratory
semi,X7HyMhZNoso,Q,24,8,8,1,fitted_exploratory
semi,X7HyMhZNoso,Q,24,9,9,2,fitted_exploratory
semi,X7HyMhZNoso,Q,24,10,10,2,fitted_exploratory
semi,X7HyMhZNoso,Q,24,11,11,2,fitted_exploratory
semi,X7HyMhZNoso,Q,24,12,12,3,fitted_exploratory
semi,X7HyMhZNoso,T,19,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,T,19,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,T,19,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,T,19,5,5,0,fitted_exploratory
semi,X7HyMhZNoso,T,19,6,6,0,fitted_exploratory
semi,X7HyMhZNoso,T,19,7,7,0,fitted_exploratory
semi,X7HyMhZNoso,T,19,8,8,1,fitted_exploratory
semi,X7HyMhZNoso,T,19,9,9,2,fitted_exploratory
semi,X7HyMhZNoso,S,24,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,S,24,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,S,24,4,4,1,fitted_exploratory
semi,X7HyMhZNoso,S,24,5,5,1,fitted_exploratory
semi,X7HyMhZNoso,S,24,6,6,1,fitted_exploratory
semi,X7HyMhZNoso,S,24,7,7,1,fitted_exploratory
semi,X7HyMhZNoso,S,24,8,8,1,fitted_exploratory
semi,X7HyMhZNoso,S,24,9,9,2,fitted_exploratory
semi,X7HyMhZNoso,S,24,10,10,3,fitted_exploratory
semi,X7HyMhZNoso,S,24,11,11,3,fitted_exploratory
semi,X7HyMhZNoso,S,24,12,12,4,fitted_exploratory
semi,X7HyMhZNoso,B,24,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,B,24,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,B,24,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,B,24,5,5,0,fitted_exploratory
semi,X7HyMhZNoso,B,24,6,6,0,fitted_exploratory
semi,X7HyMhZNoso,B,24,7,7,1,fitted_exploratory
semi,X7HyMhZNoso,B,24,8,8,3,fitted_exploratory
semi,X7HyMhZNoso,B,24,9,9,4,fitted_exploratory
semi,X7HyMhZNoso,B,24,10,10,5,fitted_exploratory
semi,X7HyMhZNoso,B,24,11,11,5,fitted_exploratory
semi,X7HyMhZNoso,B,24,12,12,5,fitted_exploratory
semi,X7HyMhZNoso,QT,19,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,QT,19,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,QT,19,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,QT,19,5,5,0,fitted_exploratory
semi,X7HyMhZNoso,QT,19,6,6,2,fitted_exploratory
semi,X7HyMhZNoso,QT,19,7,7,2,fitted_exploratory
semi,X7HyMhZNoso,QT,19,8,8,2,fitted_exploratory
semi,X7HyMhZNoso,QT,19,9,9,3,fitted_exploratory
semi,X7HyMhZNoso,QS,24,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,QS,24,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,QS,24,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,QS,24,5,5,0,fitted_exploratory
semi,X7HyMhZNoso,QS,24,6,6,1,fitted_exploratory
semi,X7HyMhZNoso,QS,24,7,7,1,fitted_exploratory
semi,X7HyMhZNoso,QS,24,8,8,2,fitted_exploratory
semi,X7HyMhZNoso,QS,24,9,9,3,fitted_exploratory
semi,X7HyMhZNoso,QS,24,10,10,3,fitted_exploratory
semi,X7HyMhZNoso,QS,24,11,11,3,fitted_exploratory
semi,X7HyMhZNoso,QS,24,12,12,5,fitted_exploratory
semi,X7HyMhZNoso,QB,24,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,QB,24,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,QB,24,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,QB,24,5,5,0,fitted_exploratory
semi,X7HyMhZNoso,QB,24,6,6,0,fitted_exploratory
semi,X7HyMhZNoso,QB,24,7,7,0,fitted_exploratory
semi,X7HyMhZNoso,QB,24,8,8,2,fitted_exploratory
semi,X7HyMhZNoso,QB,24,9,9,3,fitted_exploratory
semi,X7HyMhZNoso,QB,24,10,10,4,fitted_exploratory
semi,X7HyMhZNoso,QB,24,11,11,5,fitted_exploratory
semi,X7HyMhZNoso,QB,24,12,12,5,fitted_exploratory
semi,X7HyMhZNoso,TS,19,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,TS,19,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,TS,19,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,TS,19,5,5,1,fitted_exploratory
semi,X7HyMhZNoso,TS,19,6,6,1,fitted_exploratory
semi,X7HyMhZNoso,TS,19,7,7,1,fitted_exploratory
semi,X7HyMhZNoso,TS,19,8,8,1,fitted_exploratory
semi,X7HyMhZNoso,TS,19,9,9,2,fitted_exploratory
semi,X7HyMhZNoso,TB,19,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,TB,19,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,TB,19,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,TB,19,5,5,1,fitted_exploratory
semi,X7HyMhZNoso,TB,19,6,6,2,fitted_exploratory
semi,X7HyMhZNoso,TB,19,7,7,2,fitted_exploratory
semi,X7HyMhZNoso,TB,19,8,8,2,fitted_exploratory
semi,X7HyMhZNoso,TB,19,9,9,4,fitted_exploratory
semi,X7HyMhZNoso,SB,24,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,SB,24,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,SB,24,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,SB,24,5,5,0,fitted_exploratory
semi,X7HyMhZNoso,SB,24,6,6,1,fitted_exploratory
semi,X7HyMhZNoso,SB,24,7,7,1,fitted_exploratory
semi,X7HyMhZNoso,SB,24,8,8,2,fitted_exploratory
semi,X7HyMhZNoso,SB,24,9,9,2,fitted_exploratory
semi,X7HyMhZNoso,SB,24,10,10,3,fitted_exploratory
semi,X7HyMhZNoso,SB,24,11,11,3,fitted_exploratory
semi,X7HyMhZNoso,SB,24,12,12,5,fitted_exploratory
semi,X7HyMhZNoso,QTS,19,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,QTS,19,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,QTS,19,4,4,1,fitted_exploratory
semi,X7HyMhZNoso,QTS,19,5,5,1,fitted_exploratory
semi,X7HyMhZNoso,QTS,19,6,6,2,fitted_exploratory
semi,X7HyMhZNoso,QTS,19,7,7,2,fitted_exploratory
semi,X7HyMhZNoso,QTS,19,8,8,3,fitted_exploratory
semi,X7HyMhZNoso,QTS,19,9,9,3,fitted_exploratory
semi,X7HyMhZNoso,QTB,19,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,QTB,19,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,QTB,19,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,QTB,19,5,5,0,fitted_exploratory
semi,X7HyMhZNoso,QTB,19,6,6,2,fitted_exploratory
semi,X7HyMhZNoso,QTB,19,7,7,2,fitted_exploratory
semi,X7HyMhZNoso,QTB,19,8,8,2,fitted_exploratory
semi,X7HyMhZNoso,QTB,19,9,9,4,fitted_exploratory
semi,X7HyMhZNoso,QSB,24,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,QSB,24,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,QSB,24,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,QSB,24,5,5,0,fitted_exploratory
semi,X7HyMhZNoso,QSB,24,6,6,0,fitted_exploratory
semi,X7HyMhZNoso,QSB,24,7,7,1,fitted_exploratory
semi,X7HyMhZNoso,QSB,24,8,8,1,fitted_exploratory
semi,X7HyMhZNoso,QSB,24,9,9,3,fitted_exploratory
semi,X7HyMhZNoso,QSB,24,10,10,4,fitted_exploratory
semi,X7HyMhZNoso,QSB,24,11,11,4,fitted_exploratory
semi,X7HyMhZNoso,QSB,24,12,12,5,fitted_exploratory
semi,X7HyMhZNoso,TSB,19,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,TSB,19,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,TSB,19,4,4,1,fitted_exploratory
semi,X7HyMhZNoso,TSB,19,5,5,1,fitted_exploratory
semi,X7HyMhZNoso,TSB,19,6,6,2,fitted_exploratory
semi,X7HyMhZNoso,TSB,19,7,7,3,fitted_exploratory
semi,X7HyMhZNoso,TSB,19,8,8,3,fitted_exploratory
semi,X7HyMhZNoso,TSB,19,9,9,4,fitted_exploratory
semi,X7HyMhZNoso,QTSB,19,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,QTSB,19,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,QTSB,19,4,4,1,fitted_exploratory
semi,X7HyMhZNoso,QTSB,19,5,5,1,fitted_exploratory
semi,X7HyMhZNoso,QTSB,19,6,6,1,fitted_exploratory
semi,X7HyMhZNoso,QTSB,19,7,7,2,fitted_exploratory
semi,X7HyMhZNoso,QTSB,19,8,8,3,fitted_exploratory
semi,X7HyMhZNoso,QTSB,19,9,9,3,fitted_exploratory
semi,X7HyMhZNoso,quality_time_edit,19,2,2,0,fitted_exploratory
semi,X7HyMhZNoso,quality_time_edit,19,3,3,0,fitted_exploratory
semi,X7HyMhZNoso,quality_time_edit,19,4,4,0,fitted_exploratory
semi,X7HyMhZNoso,quality_time_edit,19,5,5,0,fitted_exploratory
semi,X7HyMhZNoso,quality_time_edit,19,6,6,2,fitted_exploratory
semi,X7HyMhZNoso,quality_time_edit,19,7,7,2,fitted_exploratory
semi,X7HyMhZNoso,quality_time_edit,19,8,8,2,fitted_exploratory
semi,X7HyMhZNoso,quality_time_edit,19,9,9,4,fitted_exploratory
semi,Z6MFQCViBuw,Q,24,2,2,0,fitted_exploratory
semi,Z6MFQCViBuw,Q,24,3,3,0,fitted_exploratory
semi,Z6MFQCViBuw,Q,24,4,4,0,fitted_exploratory
semi,Z6MFQCViBuw,Q,24,5,5,1,fitted_exploratory
semi,Z6MFQCViBuw,Q,24,6,6,1,fitted_exploratory
semi,Z6MFQCViBuw,Q,24,7,7,2,fitted_exploratory
semi,Z6MFQCViBuw,Q,24,8,8,2,fitted_exploratory
semi,Z6MFQCViBuw,Q,24,9,9,2,fitted_exploratory
semi,Z6MFQCViBuw,Q,24,10,10,3,fitted_exploratory
semi,Z6MFQCViBuw,Q,24,11,11,3,fitted_exploratory
semi,Z6MFQCViBuw,Q,24,12,12,4,fitted_exploratory
semi,Z6MFQCViBuw,T,19,2,2,0,fitted_exploratory
semi,Z6MFQCViBuw,T,19,3,3,0,fitted_exploratory
semi,Z6MFQCViBuw,T,19,4,4,0,fitted_exploratory
semi,Z6MFQCViBuw,T,19,5,5,0,fitted_exploratory
semi,Z6MFQCViBuw,T,19,6,6,0,fitted_exploratory
semi,Z6MFQCViBuw,T,19,7,7,0,fitted_exploratory
semi,Z6MFQCViBuw,T,19,8,8,1,fitted_exploratory
semi,Z6MFQCViBuw,T,19,9,9,2,fitted_exploratory
semi,Z6MFQCViBuw,S,24,2,2,0,fitted_exploratory
semi,Z6MFQCViBuw,S,24,3,3,0,fitted_exploratory
semi,Z6MFQCViBuw,S,24,4,4,1,fitted_exploratory
semi,Z6MFQCViBuw,S,24,5,5,1,fitted_exploratory
semi,Z6MFQCViBuw,S,24,6,6,1,fitted_exploratory
semi,Z6MFQCViBuw,S,24,7,7,1,fitted_exploratory
semi,Z6MFQCViBuw,S,24,8,8,1,fitted_exploratory
semi,Z6MFQCViBuw,S,24,9,9,2,fitted_exploratory
semi,Z6MFQCViBuw,S,24,10,10,3,fitted_exploratory
semi,Z6MFQCViBuw,S,24,11,11,3,fitted_exploratory
semi,Z6MFQCViBuw,S,24,12,12,4,fitted_exploratory
semi,Z6MFQCViBuw,B,24,2,2,0,fitted_exploratory
semi,Z6MFQCViBuw,B,24,3,3,0,fitted_exploratory
semi,Z6MFQCViBuw,B,24,4,4,0,fitted_exploratory
semi,Z6MFQCViBuw,B,24,5,5,0,fitted_exploratory
semi,Z6MFQCViBuw,B,24,6,6,0,fitted_exploratory
semi,Z6MFQCViBuw,B,24,7,7,1,fitted_exploratory
semi,Z6MFQCViBuw,B,24,8,8,1,fitted_exploratory
semi,Z6MFQCViBuw,B,24,9,9,3,fitted_exploratory
semi,Z6MFQCViBuw,B,24,10,10,3,fitted_exploratory
semi,Z6MFQCViBuw,B,24,11,11,5,fitted_exploratory
semi,Z6MFQCViBuw,B,24,12,12,7,fitted_exploratory
semi,Z6MFQCViBuw,QT,19,2,2,0,fitted_exploratory
semi,Z6MFQCViBuw,QT,19,3,3,0,fitted_exploratory
semi,Z6MFQCViBuw,QT,19,4,4,0,fitted_exploratory
semi,Z6MFQCViBuw,QT,19,5,5,0,fitted_exploratory
semi,Z6MFQCViBuw,QT,19,6,6,2,fitted_exploratory
semi,Z6MFQCViBuw,QT,19,7,7,2,fitted_exploratory
semi,Z6MFQCViBuw,QT,19,8,8,2,fitted_exploratory
semi,Z6MFQCViBuw,QT,19,9,9,2,fitted_exploratory
semi,Z6MFQCViBuw,QS,24,2,2,0,fitted_exploratory
semi,Z6MFQCViBuw,QS,24,3,3,0,fitted_exploratory
semi,Z6MFQCViBuw,QS,24,4,4,0,fitted_exploratory
semi,Z6MFQCViBuw,QS,24,5,5,0,fitted_exploratory
semi,Z6MFQCViBuw,QS,24,6,6,1,fitted_exploratory
semi,Z6MFQCViBuw,QS,24,7,7,1,fitted_exploratory
semi,Z6MFQCViBuw,QS,24,8,8,2,fitted_exploratory
semi,Z6MFQCViBuw,QS,24,9,9,3,fitted_exploratory
semi,Z6MFQCViBuw,QS,24,10,10,3,fitted_exploratory
semi,Z6MFQCViBuw,QS,24,11,11,5,fitted_exploratory
semi,Z6MFQCViBuw,QS,24,12,12,5,fitted_exploratory
semi,Z6MFQCViBuw,QB,24,2,2,0,fitted_exploratory
semi,Z6MFQCViBuw,QB,24,3,3,0,fitted_exploratory
semi,Z6MFQCViBuw,QB,24,4,4,0,fitted_exploratory
semi,Z6MFQCViBuw,QB,24,5,5,0,fitted_exploratory
semi,Z6MFQCViBuw,QB,24,6,6,1,fitted_exploratory
semi,Z6MFQCViBuw,QB,24,7,7,2,fitted_exploratory
semi,Z6MFQCViBuw,QB,24,8,8,3,fitted_exploratory
semi,Z6MFQCViBuw,QB,24,9,9,4,fitted_exploratory
semi,Z6MFQCViBuw,QB,24,10,10,4,fitted_exploratory
semi,Z6MFQCViBuw,QB,24,11,11,5,fitted_exploratory
semi,Z6MFQCViBuw,QB,24,12,12,5,fitted_exploratory
semi,Z6MFQCViBuw,TS,19,2,2,0,fitted_exploratory
semi,Z6MFQCViBuw,TS,19,3,3,0,fitted_exploratory
semi,Z6MFQCViBuw,TS,19,4,4,0,fitted_exploratory
semi,Z6MFQCViBuw,TS,19,5,5,1,fitted_exploratory
semi,Z6MFQCViBuw,TS,19,6,6,1,fitted_exploratory
semi,Z6MFQCViBuw,TS,19,7,7,1,fitted_exploratory
semi,Z6MFQCViBuw,TS,19,8,8,1,fitted_exploratory
semi,Z6MFQCViBuw,TS,19,9,9,1,fitted_exploratory
semi,Z6MFQCViBuw,TB,19,2,2,0,fitted_exploratory
semi,Z6MFQCViBuw,TB,19,3,3,0,fitted_exploratory
semi,Z6MFQCViBuw,TB,19,4,4,0,fitted_exploratory
semi,Z6MFQCViBuw,TB,19,5,5,0,fitted_exploratory
