image_id,building_id,historical_response_n,raw_n,usable_n,raw_unique_workers,usable_unique_workers,dense_ge16,raw_point_counts_json,effective_point_counts_json,raw_stage_counts_json,raw_condition_counts_json,raw_context_n,usable_context_n,raw_duplicate_workers_json,usable_duplicate_workers_json,empty_n,coordinate_invalid_n,confirmed_ambiguous_excluded_n,confirmed_point_removed_n,unconfirmed_odd_usable_n,raw_worker_ids_json,usable_worker_ids_json,usable_canonical_ids_json
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,26,26,26,26,26,True,"{""1"":1,""12"":4,""14"":1,""16"":2,""18"":4,""20"":11,""24"":2,""26"":1}","{""1"":1,""12"":4,""14"":1,""16"":2,""18"":4,""20"":11,""24"":2,""26"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},0,0,0,0,1,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""0284f20459ae4153"",""1863472107c00fbd"",""3266c87d109f70bf"",""352ec6e68a3da904"",""384c1de2ec90820f"",""3e9e6ac471e7da2a"",""4963262a77ca17d1"",""7f82401488af7306"",""886e3f4cfcd0e0b8"",""9589363fea90baba"",""98e8fe358da56c8f"",""9cab10e73212c27f"",""a819fde1949e375b"",""abff623d76a69986"",""b33e480dcb1ae10b"",""b49af842e8a9a5d6"",""bdf5345d612260f9"",""bf2aab73a5aed79f"",""c9a58758edb18890"",""d5f398bdf9e24194"",""dd6888e3ad2e47c0"",""e07cd54978722b1e"",""f659d3608c54a9ef"",""fb86982f536c3aaa"",""fbc606f95f59c132"",""fce565e3270fad1f""]"
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,26,26,25,26,25,True,"{""0"":1,""6"":3,""8"":21,""10"":1}","{""6"":3,""8"":21,""10"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""10fdb9b90509f680"",""144280fa0204ea4b"",""197b5c1a4243d512"",""19cadb0cba089ebe"",""2015dd298cff564b"",""3649f4a1a11aa4d3"",""38c0a4899547296f"",""3bc806f7aa53463c"",""40a13dc4d685b575"",""4a1158da9bd83ef9"",""50ce95b3ba9570df"",""5e86d217342bd789"",""65d0b345e89f50ac"",""6aed1eb1185c1318"",""6c6bf207b8e455c4"",""6d192755ca096a2c"",""7fdf325e88fb2ace"",""868d2e9fef235045"",""9297edc587276262"",""ad6cf6be2e36a427"",""b6e44c3f2980e246"",""b99625f1ef4427fc"",""ce4d7eb2e6d72de7"",""dd020aa0ed2e79de"",""e7ed5dff8bbbd4d2""]"
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,5,5,5,5,5,False,"{""8"":5}","{""8"":5}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""2"",""15"",""32"",""34"",""37""]","[""2"",""15"",""32"",""34"",""37""]","[""94bd3eb39aab32641f9d"",""a2c57c04a795d6b822a3"",""a42f40b503c7f449a3f6"",""db40fd3c634f72f37f1c"",""dedb80578a581b30950a""]"
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,23,23,23,23,True,"{""8"":22,""12"":1}","{""8"":22,""12"":1}","{""C1"":23}","{""manual"":23}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1318278d00548b081ebc"",""14346fa7f625df2e92da"",""20f0af1735ba9f7c5a2e"",""2d83aaed5161b7904cdd"",""334dd20fa6fb3ffa9d5d"",""3e5c4fe6cfe523059d12"",""43266379df129a98dcd9"",""454169e6fe8a9b1ba08c"",""65cf5a2a652ba9b3ca95"",""6c5161e9261e0ba5f8b1"",""6d2129c626d211543587"",""73a83925776f8e35ed8a"",""82255f7bb022fd1cd129"",""86e6614af35eccb013ac"",""a02304edf778c294c6fb"",""a4b73bebf231dbe2321a"",""b5a85ea72aadddb2f09b"",""bfe1e6f3cb0a3353c928"",""caba50e4a43aa76cac46"",""d0fc4545c974fc42b662"",""d984d534dcc7fe11d643"",""efee8b0961b89129a457"",""fc6a213e57b750465697""]"
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,6,6,6,6,6,False,"{""10"":1,""12"":2,""14"":3}","{""10"":1,""12"":2,""14"":3}","{""C1"":6}","{""manual"":6}",1,1,{},{},0,0,0,0,0,"[""6"",""10"",""13"",""14"",""18"",""34""]","[""6"",""10"",""13"",""14"",""18"",""34""]","[""07431aa4afbbf9c0c56b"",""4ad24a22d659420a086d"",""544f3f9a681478cc1c1b"",""6b62fa1340a38506bbdf"",""8d96780b3347071514de"",""a236e017116eb8422292""]"
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,26,0,0,0,0,False,{},{},{},{},0,0,{},{},0,0,0,0,0,[],[],[]
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,26,26,26,26,26,True,"{""6"":1,""8"":23,""12"":2}","{""6"":1,""8"":23,""12"":2}","{""P1"":26}","{""manual"":26}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""04c68d1fd4a36275"",""0df4ad0ec893225d"",""18ac550794fc0fce"",""3eaa191397f5fbf4"",""42f34b0fbfa43b19"",""573b3754a0da7d18"",""5b2ab16ea134acf7"",""607ca8f788805e56"",""60b3a58f097c620f"",""664ded8505bb4ace"",""6bbe8b97d504e4a4"",""72c65c366e863eb9"",""7cbbab8fd62d0c38"",""7e8393d71ff1fb42"",""7eeb8ea034902d91"",""8191a93950c2601c"",""8873e6e63ed8f636"",""8b8f353a015cd9b3"",""8f04217c549dac0c"",""985c11b9ce41b00d"",""986ad05a55d5a2e0"",""98f6de06229c83e3"",""bea7315dc0319f08"",""bfb4d0e9960d96af"",""d10e31caaec1101e"",""f2eb30664b7474ad""]"
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,26,26,23,26,23,True,"{""0"":1,""6"":1,""8"":8,""12"":1,""14"":2,""16"":2,""20"":5,""21"":1,""24"":1,""26"":2,""28"":2}","{""6"":1,""8"":8,""12"":1,""14"":2,""16"":2,""20"":5,""24"":1,""26"":2,""28"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,2,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1120d74f964c5f97"",""2431f1da19aaa950"",""317e5971cdfd0288"",""3b9e797620fb7dd9"",""3f6b62e3295e009a"",""4d934ce66ec29a47"",""53b22edb56cc554f"",""65e6380997e850f1"",""699723973bed2b86"",""6ab629e7746273bd"",""6ac5bcc2f84af656"",""860d45b73111d943"",""8d6f18bc98ea1938"",""a1d5efe386cf76ad"",""a29b0f7c6c31b71b"",""a818d1b88c34b687"",""aa5ab1caef85cf99"",""c61e2afdd2d8efd8"",""cd3a92cc2800b3c7"",""dcf6c97b7f3e2e0f"",""ef971c0766ea37de"",""f0a32074507842d5"",""feaa118aa8a59f86""]"
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,26,26,25,26,25,True,"{""0"":1,""6"":1,""8"":22,""12"":1,""16"":1}","{""6"":1,""8"":22,""12"":1,""16"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""02b2f811d06c0d60"",""0d381f2d08c46911"",""150c1b0751d57269"",""19dc0eef1b87efe1"",""1cab585050248758"",""42efcf39926698bd"",""4972d6f4f5d2d78d"",""61d84185b252c0f8"",""64e0306c0852c1d0"",""69d99cc09c509dfa"",""69f291bfde35be75"",""7b781342e0d9bbd1"",""7d9ff49fec9b94f2"",""8529e6df2a7dc649"",""88a863e1ccc6cf85"",""933ed826bcd64c2f"",""a4aaab9c8a4ea858"",""aace08a205b2832f"",""b3148aad54f8399d"",""c53d37eb3dacd306"",""e697a5da5e4a62fe"",""e762621e27807d7c"",""ee080d64f931dc3f"",""f1c6623b59a93276"",""ffe8dc0a7734bb67""]"
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,23,23,23,23,True,"{""8"":23}","{""8"":23}","{""C1"":23}","{""manual"":23}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""0359bc11d268822d94fd"",""0a6c2ab575a7b36f82bd"",""0ab97a7e7082f598e237"",""200f0c572426f1ad5f6c"",""35a9f318fa8bb9909db0"",""423d83b62a6b1fee7af4"",""46a22bc8081a9f80e282"",""6b145ff560adec834931"",""7d1b82da44ed8dd8ef72"",""a4015419d4289160ce21"",""a8282b826c2b83f1c177"",""b7e7d86f528066fab226"",""bed357bd88baf4c32786"",""cb5e672973105a2a1c43"",""cc9c520b1f8781f19e31"",""d14d3e95941e544b31c6"",""d82cf0aab412ea6e207e"",""e141cec3bd166425f47c"",""e4ccffc7a8756b7b0be4"",""e53257d9b7428d4da0f5"",""e714d76c74a373febbee"",""e7b36064adef9c88eb38"",""f579b073015ccb5f87b1""]"
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,25,25,25,25,25,True,"{""8"":1,""10"":4,""12"":11,""14"":3,""16"":5,""18"":1}","{""8"":1,""10"":4,""12"":11,""14"":3,""16"":5,""18"":1}","{""P1"":25}","{""manual"":25}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1eff38d64ebf8ebb"",""268e43366ea0bcb8"",""2a11d537c790512c"",""3995500a074646db"",""39f32d3182a9a449"",""43b2e89e9fd7c38f"",""523c33883ac9489a"",""5a980411975e48d1"",""74051761f655b31b"",""75be39df2c1c14a3"",""7693891481ff5386"",""79a20413d834e832"",""7ad8feb020087113"",""8178591994d42ce3"",""88a80bacfd70139f"",""8b3be018ff673d1f"",""9ab5ef47f1224afd"",""9d5019675a6c9add"",""a4e0cac5adec2e1e"",""c0243fb04589828e"",""d7eb6edddcc78db9"",""edbb02694073d0f8"",""f4e3004912779c48"",""f79d8e8c15022fce"",""f9f3e8e273c243a5""]"
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,23,23,23,23,23,True,"{""8"":1,""10"":2,""12"":3,""14"":7,""16"":9,""22"":1}","{""8"":1,""10"":2,""12"":3,""14"":7,""16"":9,""22"":1}","{""C1"":23}","{""manual"":23}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""082f62d60b17746b01fc"",""100cc9a45d0a0f994238"",""1b06bf8a8b92fca18545"",""2976993fc059101f9e6a"",""2f1944702583d6eb6860"",""60a0c3a0dcba1739fb67"",""6807fe796de6aacaa1d3"",""6c9ac9d78b385a762253"",""7316a2901ae455c12625"",""8e8f77a48f3ad4c6096c"",""91f5a2eb0fcd82cebcf4"",""98f815cef49de82c7449"",""a2dd65d0b594bb9212ac"",""aadcebbd5deed880c6fe"",""b93da0bbe5ffb848a0c6"",""be51f8a15243df569129"",""e367c19601f2d8e7823e"",""e66d78ee7fefb50ef63b"",""eb7401f8c6a2d74124c0"",""f048b9e4877b4a6cc5d6"",""f2769cc6b8e8d4026727"",""fc858eb54d55668285a1"",""ffd589e4f6a13787a5d6""]"
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,5,5,5,5,False,"{""8"":1,""10"":1,""16"":3}","{""8"":1,""10"":1,""16"":3}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""6"",""17"",""28"",""29"",""36""]","[""6"",""17"",""28"",""29"",""36""]","[""0dfa885b59782e4c1c1b"",""35b93ebcf170b657802a"",""3bf751765858f968e01b"",""740b26f3c0809cbeadad"",""fe7b820ed43008b5a057""]"
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,5,5,5,5,False,"{""8"":1,""12"":3,""14"":1}","{""8"":1,""12"":3,""14"":1}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""12"",""27"",""30""]","[""1"",""2"",""12"",""27"",""30""]","[""1d0597eb333ea3d5fed7"",""4f5e2f801a33ddacfbff"",""8f895f66411f68620317"",""e377c53531a08df384d9"",""f0b7c25018d49988f041""]"
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,5,5,5,5,5,False,"{""8"":3,""16"":2}","{""8"":3,""16"":2}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""27"",""28"",""29"",""30"",""36""]","[""27"",""28"",""29"",""30"",""36""]","[""4ca9095576123a8afec3"",""60aa2b33dce2beedc029"",""77b05f21e38a4a6a984c"",""aa9565bd4989480666d5"",""c0e23bd981313dc96d38""]"
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,10,6,6,6,6,False,"{""8"":6}","{""8"":6}","{""C1"":6}","{""manual"":6}",1,1,{},{},0,0,0,0,0,"[""10"",""13"",""14"",""18"",""34"",""35""]","[""10"",""13"",""14"",""18"",""34"",""35""]","[""6608319ee6b1e7808937"",""93b27e06e9f3739effd4"",""99daa7429bbca37b6238"",""9e3ad1f70d2c02b5d41f"",""ba970384157c74921eb4"",""fd8bf72140d024b7cca4""]"
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,9,5,5,5,5,False,"{""8"":4,""10"":1}","{""8"":4,""10"":1}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""6"",""8"",""17"",""31"",""32""]","[""6"",""8"",""17"",""31"",""32""]","[""5d58f3bc4858f0d343be"",""92084aa32f538179d158"",""d2c9465ce508ba7c1195"",""f2a65213a0368b751984"",""f8b24f616d167c27b810""]"
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,10,5,5,5,5,False,"{""8"":5}","{""8"":5}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""12"",""27"",""28"",""30"",""36""]","[""12"",""27"",""28"",""30"",""36""]","[""2bbf5d65469e55f1f4e0"",""72209d7dd6219794fac9"",""7a99a58308f3ae658881"",""9b6b9dee2aafeae77550"",""cc8da8c5dab40220ed0e""]"
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,23,23,23,23,True,"{""8"":12,""10"":1,""12"":8,""14"":2}","{""8"":12,""10"":1,""12"":8,""14"":2}","{""C1"":23}","{""manual"":23}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""006d495cbff76f46e992"",""0e09f3e9552514dbad74"",""1230dd95959a683bf7aa"",""19253e4ab328902a4d12"",""2de8896d2c2ea564fd37"",""42264e54a01908d81bbe"",""432c6ebaa6bb7a54b3a9"",""45865dabe049ebace6d2"",""48e0e1e7a86beb1ce565"",""561446db19099c48c68e"",""81234a56777545e31b9c"",""88b2b69f04caf44309bc"",""8b9ce3b553725840ef9d"",""8d7a436f7ee75b72d1ba"",""8f8f293766eeffd6470a"",""93cf3ac259facb9e83dc"",""acb3d20a4fb6e211d3b1"",""b7393a16aa19bd7f1989"",""bb287f23eb43955e7502"",""c53730832245059ca129"",""d6f4c71d3816fc9fef4a"",""d9c1add75dab8315cd34"",""fca31418ca45c43fa616""]"
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,26,26,26,26,26,True,"{""4"":1,""8"":1,""11"":1,""12"":1,""14"":12,""16"":8,""17"":1,""18"":1}","{""4"":1,""8"":1,""11"":1,""12"":1,""14"":12,""16"":8,""17"":1,""18"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},0,0,0,0,2,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""0541cfefecf4d012"",""0615e35bd4e08e07"",""10617301d542a20b"",""1a2d29b10c49284d"",""1bba99ddd10d5cc3"",""1e45c715efe04bf6"",""1fa12b6cb64cfe27"",""2559d23544f7b937"",""3192a4c34488ebef"",""356a21e60e73bd14"",""364426d6af6cf0a6"",""36afcf88229ada00"",""40ac299ba105fdef"",""51e9663a6ed29c7f"",""6d05edefd05793bc"",""a334e15731106e5e"",""a6e17f93d9114eac"",""ac36f041bfa78190"",""acf66ab0eca22cc1"",""add487ea63e9bb01"",""ae0d0995727e574c"",""ae6d6070e397641b"",""ccd2f1a9e269cf14"",""cd8b1dfaf95e7319"",""d623e23c25ff6f17"",""ec4505b0e4744e4e""]"
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,23,23,23,23,True,"{""8"":5,""10"":1,""12"":4,""14"":5,""16"":5,""18"":3}","{""8"":5,""10"":1,""12"":4,""14"":5,""16"":5,""18"":3}","{""C1"":23}","{""manual"":23}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""00df94cb0e7cc21280ba"",""063a5ec4d91eccc8b4c3"",""1892d2228413184cfbd6"",""1d1473ea45cef547d01e"",""2e29af366c8b907df0ba"",""4203b3767e3303cffd5c"",""4aa250b1a35849403e62"",""511d41c2a1ae8135d56a"",""6e92af5ad7667f224740"",""70f54069db5f45b1c3a9"",""74ec5ab0599eaeaf4719"",""8b3873aaa11c92de279f"",""90b1682c716df1046edd"",""a9ffc64727b849e97700"",""b341f546633829a990db"",""b73663d4e6304415c7df"",""d568da825a0925474c30"",""dc3b60d3ab46195c79f2"",""dcc9b22c32e44a2b6aed"",""e21b795c3082b91b04f7"",""efabbdc5b8f3c34605b1"",""f0749422e452eec8ab7d"",""f155c5b328bfdbe59187""]"
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,6,6,6,6,6,False,"{""8"":5,""16"":1}","{""8"":5,""16"":1}","{""C1"":6}","{""manual"":6}",1,1,{},{},0,0,0,0,0,"[""10"",""13"",""14"",""18"",""34"",""35""]","[""10"",""13"",""14"",""18"",""34"",""35""]","[""103bd0e8ec57eb971857"",""20512095d53578cdb0d8"",""20ff4e6c277a22cf5399"",""6c0f921d12fdfaa633d5"",""793fbf24fd55bb3641aa"",""ab0fd432ae8aa26071ae""]"
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,26,26,25,26,25,True,"{""0"":1,""4"":1,""8"":3,""11"":1,""12"":1,""14"":2,""16"":15,""20"":2}","{""4"":1,""8"":3,""11"":1,""12"":1,""14"":2,""16"":15,""20"":2}","{""P1"":26}","{""oos"":26}",1,1,{},{},1,0,0,0,1,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""0b321a16596ae822"",""0d08611aee0cdf4f"",""116cb223e7dedec6"",""126f3e3ce4b1ec93"",""1e4c5581862be896"",""2f75e3649fc3b4c0"",""3785ebbd5dc8b7ea"",""52fb14ffbe0d009b"",""5fa48d2e923993dc"",""657bd2d38326367d"",""75ac866c71693e71"",""78885c3d5cd19c4f"",""87273c75a3b5848a"",""8819f603580ef482"",""8abf96e80a8cd151"",""9117118c1ce15fc9"",""94d5b679bc8ce596"",""9d8133aea50c53da"",""b10df9b94b3677c1"",""b96ca0dd7857cd2e"",""d7ab9ebe988576d6"",""dfc2adf2a47dc7de"",""e1bc1262947c9c43"",""e27f9f848d185dab"",""fc956ea5464e4cf4""]"
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,10,6,6,6,6,False,"{""8"":6}","{""8"":6}","{""C1"":6}","{""manual"":6}",1,1,{},{},0,0,0,0,0,"[""6"",""10"",""13"",""14"",""18"",""34""]","[""6"",""10"",""13"",""14"",""18"",""34""]","[""0a211ea2c0df77e9f508"",""0ee8571c46f9f9b55099"",""4543d3cbfe2301eb05f6"",""a667f2faafe82e46c3bb"",""be774848762988355a0c"",""c1f8df8f0e9125e35db4""]"
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,26,0,0,0,0,False,{},{},{},{},0,0,{},{},0,0,0,0,0,[],[],[]
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,23,23,23,23,True,"{""10"":3,""12"":3,""14"":1,""16"":6,""18"":5,""20"":5}","{""10"":3,""12"":3,""14"":1,""16"":6,""18"":5,""20"":5}","{""C1"":23}","{""manual"":23}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""02946d1a59a1cfe17aef"",""0306cba337eb984110ee"",""1849bc7fd397907c0fdc"",""266064e3bd9d27c4efda"",""354632cf039452bb7976"",""3a99de3022bf33efda0d"",""597362d2aa07f7db8a02"",""81cd8395dbe20dc23478"",""8f2f8f8bfdaec3360646"",""8f59ffff972415042eba"",""95008ded416834561a81"",""aa07e998c7330ad3d3eb"",""aaa2559a6db59dcb28a0"",""b2371fd8992b71f8f26a"",""c52bd6458bd9b8699533"",""c5c73b69124bd4813ab3"",""c72ac2a665cd5a8025ca"",""c7aeb60e2d3b55c2a7dc"",""cd7adf8eb45b561bc952"",""d17d0b2e584b2292c1f1"",""f26a8da3bc451c32cde9"",""f74c671037152e7b23be"",""f765bc60ba41307a048f""]"
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,26,26,25,26,25,True,"{""0"":1,""8"":23,""10"":1,""12"":1}","{""8"":23,""10"":1,""12"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""069c8d013f9ff384"",""08589c3af25a8b0d"",""19e349a755afd389"",""1afc429f5faf7c65"",""2498d239ddfc8870"",""285a5ac1de5efeac"",""317410f693c7379d"",""3f5307c8e24eadb4"",""5658951cb26b6a74"",""5d4b529359890ec3"",""80fbe67225c21eb2"",""84737c49b7cb43cb"",""883cd9a83e580954"",""9296d36ebe81d569"",""941c0898a57d3f1a"",""94914c8bd46805c9"",""9ddd4523d7b7906f"",""abffbe9ff5e5e049"",""b5310b5a5c856240"",""c1e19602fd26903e"",""d6563b79ad01a3ad"",""e37769f9a2907705"",""e944c8e11ed36c40"",""f6377d1bf3f1d93a"",""ffabc19f537baebf""]"
