design,feature,baseline,algorithm,true,predicted,count
within_main,dinov3__block11__panorama_global,coarse,knn,困难,困难,15
within_main,dinov3__block11__panorama_global,coarse,ridge,简单,简单,45
within_main,dinov3__block11__panorama_global,coarse,ridge,简单,中等,4
within_main,dinov3__block11__panorama_global,coarse,ridge,简单,困难,0
within_main,dinov3__block11__panorama_global,coarse,ridge,中等,简单,14
within_main,dinov3__block11__panorama_global,coarse,ridge,中等,中等,21
within_main,dinov3__block11__panorama_global,coarse,ridge,中等,困难,6
within_main,dinov3__block11__panorama_global,coarse,ridge,困难,简单,0
within_main,dinov3__block11__panorama_global,coarse,ridge,困难,中等,2
within_main,dinov3__block11__panorama_global,coarse,ridge,困难,困难,14
within_main,dinov3__block11__panorama_global,global,knn,简单,简单,44
within_main,dinov3__block11__panorama_global,global,knn,简单,中等,5
within_main,dinov3__block11__panorama_global,global,knn,简单,困难,0
within_main,dinov3__block11__panorama_global,global,knn,中等,简单,14
within_main,dinov3__block11__panorama_global,global,knn,中等,中等,21
within_main,dinov3__block11__panorama_global,global,knn,中等,困难,6
within_main,dinov3__block11__panorama_global,global,knn,困难,简单,0
within_main,dinov3__block11__panorama_global,global,knn,困难,中等,1
within_main,dinov3__block11__panorama_global,global,knn,困难,困难,15
within_main,dinov3__block11__panorama_global,global,ridge,简单,简单,45
within_main,dinov3__block11__panorama_global,global,ridge,简单,中等,4
within_main,dinov3__block11__panorama_global,global,ridge,简单,困难,0
within_main,dinov3__block11__panorama_global,global,ridge,中等,简单,14
within_main,dinov3__block11__panorama_global,global,ridge,中等,中等,21
within_main,dinov3__block11__panorama_global,global,ridge,中等,困难,6
within_main,dinov3__block11__panorama_global,global,ridge,困难,简单,0
within_main,dinov3__block11__panorama_global,global,ridge,困难,中等,2
within_main,dinov3__block11__panorama_global,global,ridge,困难,困难,14
within_main,dinov3__block11__panorama_global,main,knn,简单,简单,44
within_main,dinov3__block11__panorama_global,main,knn,简单,中等,5
within_main,dinov3__block11__panorama_global,main,knn,简单,困难,0
within_main,dinov3__block11__panorama_global,main,knn,中等,简单,14
within_main,dinov3__block11__panorama_global,main,knn,中等,中等,21
within_main,dinov3__block11__panorama_global,main,knn,中等,困难,6
within_main,dinov3__block11__panorama_global,main,knn,困难,简单,0
within_main,dinov3__block11__panorama_global,main,knn,困难,中等,1
within_main,dinov3__block11__panorama_global,main,knn,困难,困难,15
within_main,dinov3__block11__panorama_global,main,ridge,简单,简单,45
within_main,dinov3__block11__panorama_global,main,ridge,简单,中等,4
within_main,dinov3__block11__panorama_global,main,ridge,简单,困难,0
within_main,dinov3__block11__panorama_global,main,ridge,中等,简单,14
within_main,dinov3__block11__panorama_global,main,ridge,中等,中等,21
within_main,dinov3__block11__panorama_global,main,ridge,中等,困难,6
within_main,dinov3__block11__panorama_global,main,ridge,困难,简单,0
within_main,dinov3__block11__panorama_global,main,ridge,困难,中等,2
within_main,dinov3__block11__panorama_global,main,ridge,困难,困难,14
within_main,dinov3__block11__panorama_local16,coarse,knn,简单,简单,47
within_main,dinov3__block11__panorama_local16,coarse,knn,简单,中等,2
within_main,dinov3__block11__panorama_local16,coarse,knn,简单,困难,0
within_main,dinov3__block11__panorama_local16,coarse,knn,中等,简单,13
within_main,dinov3__block11__panorama_local16,coarse,knn,中等,中等,23
within_main,dinov3__block11__panorama_local16,coarse,knn,中等,困难,5
within_main,dinov3__block11__panorama_local16,coarse,knn,困难,简单,0
within_main,dinov3__block11__panorama_local16,coarse,knn,困难,中等,0
within_main,dinov3__block11__panorama_local16,coarse,knn,困难,困难,16
within_main,dinov3__block11__panorama_local16,coarse,ridge,简单,简单,46
within_main,dinov3__block11__panorama_local16,coarse,ridge,简单,中等,3
within_main,dinov3__block11__panorama_local16,coarse,ridge,简单,困难,0
within_main,dinov3__block11__panorama_local16,coarse,ridge,中等,简单,14
within_main,dinov3__block11__panorama_local16,coarse,ridge,中等,中等,21
within_main,dinov3__block11__panorama_local16,coarse,ridge,中等,困难,6
within_main,dinov3__block11__panorama_local16,coarse,ridge,困难,简单,0
within_main,dinov3__block11__panorama_local16,coarse,ridge,困难,中等,2
within_main,dinov3__block11__panorama_local16,coarse,ridge,困难,困难,14
within_main,dinov3__block11__panorama_local16,global,knn,简单,简单,47
within_main,dinov3__block11__panorama_local16,global,knn,简单,中等,2
within_main,dinov3__block11__panorama_local16,global,knn,简单,困难,0
within_main,dinov3__block11__panorama_local16,global,knn,中等,简单,13
within_main,dinov3__block11__panorama_local16,global,knn,中等,中等,23
within_main,dinov3__block11__panorama_local16,global,knn,中等,困难,5
within_main,dinov3__block11__panorama_local16,global,knn,困难,简单,0
within_main,dinov3__block11__panorama_local16,global,knn,困难,中等,0
within_main,dinov3__block11__panorama_local16,global,knn,困难,困难,16
within_main,dinov3__block11__panorama_local16,global,ridge,简单,简单,45
within_main,dinov3__block11__panorama_local16,global,ridge,简单,中等,4
within_main,dinov3__block11__panorama_local16,global,ridge,简单,困难,0
within_main,dinov3__block11__panorama_local16,global,ridge,中等,简单,14
within_main,dinov3__block11__panorama_local16,global,ridge,中等,中等,21
within_main,dinov3__block11__panorama_local16,global,ridge,中等,困难,6
within_main,dinov3__block11__panorama_local16,global,ridge,困难,简单,0
within_main,dinov3__block11__panorama_local16,global,ridge,困难,中等,2
within_main,dinov3__block11__panorama_local16,global,ridge,困难,困难,14
within_main,dinov3__block11__panorama_local16,main,knn,简单,简单,47
within_main,dinov3__block11__panorama_local16,main,knn,简单,中等,2
within_main,dinov3__block11__panorama_local16,main,knn,简单,困难,0
within_main,dinov3__block11__panorama_local16,main,knn,中等,简单,13
within_main,dinov3__block11__panorama_local16,main,knn,中等,中等,23
within_main,dinov3__block11__panorama_local16,main,knn,中等,困难,5
within_main,dinov3__block11__panorama_local16,main,knn,困难,简单,0
within_main,dinov3__block11__panorama_local16,main,knn,困难,中等,0
within_main,dinov3__block11__panorama_local16,main,knn,困难,困难,16
within_main,dinov3__block11__panorama_local16,main,ridge,简单,简单,45
within_main,dinov3__block11__panorama_local16,main,ridge,简单,中等,4
within_main,dinov3__block11__panorama_local16,main,ridge,简单,困难,0
within_main,dinov3__block11__panorama_local16,main,ridge,中等,简单,14
within_main,dinov3__block11__panorama_local16,main,ridge,中等,中等,21
within_main,dinov3__block11__panorama_local16,main,ridge,中等,困难,6
within_main,dinov3__block11__panorama_local16,main,ridge,困难,简单,0
within_main,dinov3__block11__panorama_local16,main,ridge,困难,中等,2
within_main,dinov3__block11__panorama_local16,main,ridge,困难,困难,14
within_main,dinov3__block11__panorama_mean,coarse,knn,简单,简单,44
within_main,dinov3__block11__panorama_mean,coarse,knn,简单,中等,5
within_main,dinov3__block11__panorama_mean,coarse,knn,简单,困难,0
within_main,dinov3__block11__panorama_mean,coarse,knn,中等,简单,14
within_main,dinov3__block11__panorama_mean,coarse,knn,中等,中等,21
within_main,dinov3__block11__panorama_mean,coarse,knn,中等,困难,6
within_main,dinov3__block11__panorama_mean,coarse,knn,困难,简单,0
within_main,dinov3__block11__panorama_mean,coarse,knn,困难,中等,3
within_main,dinov3__block11__panorama_mean,coarse,knn,困难,困难,13
within_main,dinov3__block11__panorama_mean,coarse,ridge,简单,简单,44
within_main,dinov3__block11__panorama_mean,coarse,ridge,简单,中等,5
within_main,dinov3__block11__panorama_mean,coarse,ridge,简单,困难,0
within_main,dinov3__block11__panorama_mean,coarse,ridge,中等,简单,14
within_main,dinov3__block11__panorama_mean,coarse,ridge,中等,中等,21
within_main,dinov3__block11__panorama_mean,coarse,ridge,中等,困难,6
within_main,dinov3__block11__panorama_mean,coarse,ridge,困难,简单,0
within_main,dinov3__block11__panorama_mean,coarse,ridge,困难,中等,2
within_main,dinov3__block11__panorama_mean,coarse,ridge,困难,困难,14
within_main,dinov3__block11__panorama_mean,global,knn,简单,简单,44
within_main,dinov3__block11__panorama_mean,global,knn,简单,中等,5
within_main,dinov3__block11__panorama_mean,global,knn,简单,困难,0
within_main,dinov3__block11__panorama_mean,global,knn,中等,简单,14
within_main,dinov3__block11__panorama_mean,global,knn,中等,中等,21
within_main,dinov3__block11__panorama_mean,global,knn,中等,困难,6
within_main,dinov3__block11__panorama_mean,global,knn,困难,简单,0
within_main,dinov3__block11__panorama_mean,global,knn,困难,中等,3
within_main,dinov3__block11__panorama_mean,global,knn,困难,困难,13
within_main,dinov3__block11__panorama_mean,global,ridge,简单,简单,44
within_main,dinov3__block11__panorama_mean,global,ridge,简单,中等,5
within_main,dinov3__block11__panorama_mean,global,ridge,简单,困难,0
within_main,dinov3__block11__panorama_mean,global,ridge,中等,简单,14
within_main,dinov3__block11__panorama_mean,global,ridge,中等,中等,21
within_main,dinov3__block11__panorama_mean,global,ridge,中等,困难,6
within_main,dinov3__block11__panorama_mean,global,ridge,困难,简单,0
within_main,dinov3__block11__panorama_mean,global,ridge,困难,中等,2
within_main,dinov3__block11__panorama_mean,global,ridge,困难,困难,14
within_main,dinov3__block11__panorama_mean,main,knn,简单,简单,44
within_main,dinov3__block11__panorama_mean,main,knn,简单,中等,5
within_main,dinov3__block11__panorama_mean,main,knn,简单,困难,0
within_main,dinov3__block11__panorama_mean,main,knn,中等,简单,14
within_main,dinov3__block11__panorama_mean,main,knn,中等,中等,21
within_main,dinov3__block11__panorama_mean,main,knn,中等,困难,6
within_main,dinov3__block11__panorama_mean,main,knn,困难,简单,0
within_main,dinov3__block11__panorama_mean,main,knn,困难,中等,3
within_main,dinov3__block11__panorama_mean,main,knn,困难,困难,13
within_main,dinov3__block11__panorama_mean,main,ridge,简单,简单,44
within_main,dinov3__block11__panorama_mean,main,ridge,简单,中等,5
within_main,dinov3__block11__panorama_mean,main,ridge,简单,困难,0
within_main,dinov3__block11__panorama_mean,main,ridge,中等,简单,14
within_main,dinov3__block11__panorama_mean,main,ridge,中等,中等,21
within_main,dinov3__block11__panorama_mean,main,ridge,中等,困难,6
within_main,dinov3__block11__panorama_mean,main,ridge,困难,简单,0
within_main,dinov3__block11__panorama_mean,main,ridge,困难,中等,2
within_main,dinov3__block11__panorama_mean,main,ridge,困难,困难,14
within_main,dinov3__block12__faces_concat,coarse,knn,简单,简单,45
within_main,dinov3__block12__faces_concat,coarse,knn,简单,中等,4
within_main,dinov3__block12__faces_concat,coarse,knn,简单,困难,0
within_main,dinov3__block12__faces_concat,coarse,knn,中等,简单,14
within_main,dinov3__block12__faces_concat,coarse,knn,中等,中等,21
within_main,dinov3__block12__faces_concat,coarse,knn,中等,困难,6
within_main,dinov3__block12__faces_concat,coarse,knn,困难,简单,0
within_main,dinov3__block12__faces_concat,coarse,knn,困难,中等,3
within_main,dinov3__block12__faces_concat,coarse,knn,困难,困难,13
within_main,dinov3__block12__faces_concat,coarse,ridge,简单,简单,46
within_main,dinov3__block12__faces_concat,coarse,ridge,简单,中等,3
within_main,dinov3__block12__faces_concat,coarse,ridge,简单,困难,0
within_main,dinov3__block12__faces_concat,coarse,ridge,中等,简单,14
within_main,dinov3__block12__faces_concat,coarse,ridge,中等,中等,21
within_main,dinov3__block12__faces_concat,coarse,ridge,中等,困难,6
within_main,dinov3__block12__faces_concat,coarse,ridge,困难,简单,0
within_main,dinov3__block12__faces_concat,coarse,ridge,困难,中等,2
within_main,dinov3__block12__faces_concat,coarse,ridge,困难,困难,14
within_main,dinov3__block12__faces_concat,global,knn,简单,简单,45
within_main,dinov3__block12__faces_concat,global,knn,简单,中等,4
within_main,dinov3__block12__faces_concat,global,knn,简单,困难,0
within_main,dinov3__block12__faces_concat,global,knn,中等,简单,14
within_main,dinov3__block12__faces_concat,global,knn,中等,中等,21
within_main,dinov3__block12__faces_concat,global,knn,中等,困难,6
within_main,dinov3__block12__faces_concat,global,knn,困难,简单,0
within_main,dinov3__block12__faces_concat,global,knn,困难,中等,3
within_main,dinov3__block12__faces_concat,global,knn,困难,困难,13
within_main,dinov3__block12__faces_concat,global,ridge,简单,简单,46
within_main,dinov3__block12__faces_concat,global,ridge,简单,中等,3
within_main,dinov3__block12__faces_concat,global,ridge,简单,困难,0
within_main,dinov3__block12__faces_concat,global,ridge,中等,简单,14
within_main,dinov3__block12__faces_concat,global,ridge,中等,中等,21
within_main,dinov3__block12__faces_concat,global,ridge,中等,困难,6
within_main,dinov3__block12__faces_concat,global,ridge,困难,简单,0
within_main,dinov3__block12__faces_concat,global,ridge,困难,中等,2
within_main,dinov3__block12__faces_concat,global,ridge,困难,困难,14
within_main,dinov3__block12__faces_concat,main,knn,简单,简单,45
within_main,dinov3__block12__faces_concat,main,knn,简单,中等,4
within_main,dinov3__block12__faces_concat,main,knn,简单,困难,0
within_main,dinov3__block12__faces_concat,main,knn,中等,简单,14
within_main,dinov3__block12__faces_concat,main,knn,中等,中等,21
within_main,dinov3__block12__faces_concat,main,knn,中等,困难,6
within_main,dinov3__block12__faces_concat,main,knn,困难,简单,0
within_main,dinov3__block12__faces_concat,main,knn,困难,中等,3
within_main,dinov3__block12__faces_concat,main,knn,困难,困难,13
within_main,dinov3__block12__faces_concat,main,ridge,简单,简单,46
within_main,dinov3__block12__faces_concat,main,ridge,简单,中等,3
within_main,dinov3__block12__faces_concat,main,ridge,简单,困难,0
within_main,dinov3__block12__faces_concat,main,ridge,中等,简单,14
within_main,dinov3__block12__faces_concat,main,ridge,中等,中等,21
within_main,dinov3__block12__faces_concat,main,ridge,中等,困难,6
within_main,dinov3__block12__faces_concat,main,ridge,困难,简单,0
within_main,dinov3__block12__faces_concat,main,ridge,困难,中等,2
within_main,dinov3__block12__faces_concat,main,ridge,困难,困难,14
within_main,dinov3__block12__faces_global,coarse,knn,简单,简单,44
within_main,dinov3__block12__faces_global,coarse,knn,简单,中等,5
within_main,dinov3__block12__faces_global,coarse,knn,简单,困难,0
within_main,dinov3__block12__faces_global,coarse,knn,中等,简单,14
within_main,dinov3__block12__faces_global,coarse,knn,中等,中等,22
within_main,dinov3__block12__faces_global,coarse,knn,中等,困难,5
within_main,dinov3__block12__faces_global,coarse,knn,困难,简单,0
within_main,dinov3__block12__faces_global,coarse,knn,困难,中等,3
within_main,dinov3__block12__faces_global,coarse,knn,困难,困难,13
within_main,dinov3__block12__faces_global,coarse,ridge,简单,简单,47
within_main,dinov3__block12__faces_global,coarse,ridge,简单,中等,2
within_main,dinov3__block12__faces_global,coarse,ridge,简单,困难,0
within_main,dinov3__block12__faces_global,coarse,ridge,中等,简单,14
within_main,dinov3__block12__faces_global,coarse,ridge,中等,中等,22
within_main,dinov3__block12__faces_global,coarse,ridge,中等,困难,5
within_main,dinov3__block12__faces_global,coarse,ridge,困难,简单,0
within_main,dinov3__block12__faces_global,coarse,ridge,困难,中等,3
within_main,dinov3__block12__faces_global,coarse,ridge,困难,困难,13
within_main,dinov3__block12__faces_global,global,knn,简单,简单,44
within_main,dinov3__block12__faces_global,global,knn,简单,中等,5
within_main,dinov3__block12__faces_global,global,knn,简单,困难,0
within_main,dinov3__block12__faces_global,global,knn,中等,简单,14
within_main,dinov3__block12__faces_global,global,knn,中等,中等,22
within_main,dinov3__block12__faces_global,global,knn,中等,困难,5
within_main,dinov3__block12__faces_global,global,knn,困难,简单,0
within_main,dinov3__block12__faces_global,global,knn,困难,中等,3
within_main,dinov3__block12__faces_global,global,knn,困难,困难,13
within_main,dinov3__block12__faces_global,global,ridge,简单,简单,47
within_main,dinov3__block12__faces_global,global,ridge,简单,中等,2
within_main,dinov3__block12__faces_global,global,ridge,简单,困难,0
within_main,dinov3__block12__faces_global,global,ridge,中等,简单,14
within_main,dinov3__block12__faces_global,global,ridge,中等,中等,22
within_main,dinov3__block12__faces_global,global,ridge,中等,困难,5
within_main,dinov3__block12__faces_global,global,ridge,困难,简单,0
within_main,dinov3__block12__faces_global,global,ridge,困难,中等,3
within_main,dinov3__block12__faces_global,global,ridge,困难,困难,13
within_main,dinov3__block12__faces_global,main,knn,简单,简单,44
within_main,dinov3__block12__faces_global,main,knn,简单,中等,5
within_main,dinov3__block12__faces_global,main,knn,简单,困难,0
within_main,dinov3__block12__faces_global,main,knn,中等,简单,14
within_main,dinov3__block12__faces_global,main,knn,中等,中等,22
within_main,dinov3__block12__faces_global,main,knn,中等,困难,5
within_main,dinov3__block12__faces_global,main,knn,困难,简单,0
within_main,dinov3__block12__faces_global,main,knn,困难,中等,3
within_main,dinov3__block12__faces_global,main,knn,困难,困难,13
within_main,dinov3__block12__faces_global,main,ridge,简单,简单,47
within_main,dinov3__block12__faces_global,main,ridge,简单,中等,2
within_main,dinov3__block12__faces_global,main,ridge,简单,困难,0
within_main,dinov3__block12__faces_global,main,ridge,中等,简单,14
within_main,dinov3__block12__faces_global,main,ridge,中等,中等,22
within_main,dinov3__block12__faces_global,main,ridge,中等,困难,5
within_main,dinov3__block12__faces_global,main,ridge,困难,简单,0
within_main,dinov3__block12__faces_global,main,ridge,困难,中等,3
within_main,dinov3__block12__faces_global,main,ridge,困难,困难,13
within_main,dinov3__block12__faces_local16,coarse,knn,简单,简单,44
within_main,dinov3__block12__faces_local16,coarse,knn,简单,中等,5
within_main,dinov3__block12__faces_local16,coarse,knn,简单,困难,0
within_main,dinov3__block12__faces_local16,coarse,knn,中等,简单,14
within_main,dinov3__block12__faces_local16,coarse,knn,中等,中等,21
within_main,dinov3__block12__faces_local16,coarse,knn,中等,困难,6
within_main,dinov3__block12__faces_local16,coarse,knn,困难,简单,0
within_main,dinov3__block12__faces_local16,coarse,knn,困难,中等,2
within_main,dinov3__block12__faces_local16,coarse,knn,困难,困难,14
within_main,dinov3__block12__faces_local16,coarse,ridge,简单,简单,47
within_main,dinov3__block12__faces_local16,coarse,ridge,简单,中等,2
within_main,dinov3__block12__faces_local16,coarse,ridge,简单,困难,0
within_main,dinov3__block12__faces_local16,coarse,ridge,中等,简单,14
within_main,dinov3__block12__faces_local16,coarse,ridge,中等,中等,21
within_main,dinov3__block12__faces_local16,coarse,ridge,中等,困难,6
within_main,dinov3__block12__faces_local16,coarse,ridge,困难,简单,0
within_main,dinov3__block12__faces_local16,coarse,ridge,困难,中等,2
within_main,dinov3__block12__faces_local16,coarse,ridge,困难,困难,14
within_main,dinov3__block12__faces_local16,global,knn,简单,简单,44
within_main,dinov3__block12__faces_local16,global,knn,简单,中等,5
within_main,dinov3__block12__faces_local16,global,knn,简单,困难,0
within_main,dinov3__block12__faces_local16,global,knn,中等,简单,14
within_main,dinov3__block12__faces_local16,global,knn,中等,中等,21
within_main,dinov3__block12__faces_local16,global,knn,中等,困难,6
within_main,dinov3__block12__faces_local16,global,knn,困难,简单,0
within_main,dinov3__block12__faces_local16,global,knn,困难,中等,2
within_main,dinov3__block12__faces_local16,global,knn,困难,困难,14
within_main,dinov3__block12__faces_local16,global,ridge,简单,简单,47
within_main,dinov3__block12__faces_local16,global,ridge,简单,中等,2
within_main,dinov3__block12__faces_local16,global,ridge,简单,困难,0
within_main,dinov3__block12__faces_local16,global,ridge,中等,简单,14
within_main,dinov3__block12__faces_local16,global,ridge,中等,中等,21
within_main,dinov3__block12__faces_local16,global,ridge,中等,困难,6
within_main,dinov3__block12__faces_local16,global,ridge,困难,简单,0
within_main,dinov3__block12__faces_local16,global,ridge,困难,中等,2
within_main,dinov3__block12__faces_local16,global,ridge,困难,困难,14
within_main,dinov3__block12__faces_local16,main,knn,简单,简单,44
within_main,dinov3__block12__faces_local16,main,knn,简单,中等,5
within_main,dinov3__block12__faces_local16,main,knn,简单,困难,0
within_main,dinov3__block12__faces_local16,main,knn,中等,简单,14
within_main,dinov3__block12__faces_local16,main,knn,中等,中等,21
within_main,dinov3__block12__faces_local16,main,knn,中等,困难,6
within_main,dinov3__block12__faces_local16,main,knn,困难,简单,0
within_main,dinov3__block12__faces_local16,main,knn,困难,中等,2
within_main,dinov3__block12__faces_local16,main,knn,困难,困难,14
within_main,dinov3__block12__faces_local16,main,ridge,简单,简单,47
within_main,dinov3__block12__faces_local16,main,ridge,简单,中等,2
within_main,dinov3__block12__faces_local16,main,ridge,简单,困难,0
within_main,dinov3__block12__faces_local16,main,ridge,中等,简单,14
within_main,dinov3__block12__faces_local16,main,ridge,中等,中等,21
within_main,dinov3__block12__faces_local16,main,ridge,中等,困难,6
within_main,dinov3__block12__faces_local16,main,ridge,困难,简单,0
within_main,dinov3__block12__faces_local16,main,ridge,困难,中等,2
within_main,dinov3__block12__faces_local16,main,ridge,困难,困难,14
within_main,dinov3__block12__faces_local96,coarse,knn,简单,简单,47
within_main,dinov3__block12__faces_local96,coarse,knn,简单,中等,2
within_main,dinov3__block12__faces_local96,coarse,knn,简单,困难,0
within_main,dinov3__block12__faces_local96,coarse,knn,中等,简单,13
within_main,dinov3__block12__faces_local96,coarse,knn,中等,中等,24
within_main,dinov3__block12__faces_local96,coarse,knn,中等,困难,4
within_main,dinov3__block12__faces_local96,coarse,knn,困难,简单,0
within_main,dinov3__block12__faces_local96,coarse,knn,困难,中等,2
within_main,dinov3__block12__faces_local96,coarse,knn,困难,困难,14
within_main,dinov3__block12__faces_local96,coarse,ridge,简单,简单,48
within_main,dinov3__block12__faces_local96,coarse,ridge,简单,中等,1
within_main,dinov3__block12__faces_local96,coarse,ridge,简单,困难,0
within_main,dinov3__block12__faces_local96,coarse,ridge,中等,简单,14
within_main,dinov3__block12__faces_local96,coarse,ridge,中等,中等,21
within_main,dinov3__block12__faces_local96,coarse,ridge,中等,困难,6
within_main,dinov3__block12__faces_local96,coarse,ridge,困难,简单,0
within_main,dinov3__block12__faces_local96,coarse,ridge,困难,中等,2
within_main,dinov3__block12__faces_local96,coarse,ridge,困难,困难,14
within_main,dinov3__block12__faces_local96,global,knn,简单,简单,47
within_main,dinov3__block12__faces_local96,global,knn,简单,中等,2
within_main,dinov3__block12__faces_local96,global,knn,简单,困难,0
within_main,dinov3__block12__faces_local96,global,knn,中等,简单,13
within_main,dinov3__block12__faces_local96,global,knn,中等,中等,24
within_main,dinov3__block12__faces_local96,global,knn,中等,困难,4
within_main,dinov3__block12__faces_local96,global,knn,困难,简单,0
within_main,dinov3__block12__faces_local96,global,knn,困难,中等,2
within_main,dinov3__block12__faces_local96,global,knn,困难,困难,14
within_main,dinov3__block12__faces_local96,global,ridge,简单,简单,48
within_main,dinov3__block12__faces_local96,global,ridge,简单,中等,1
within_main,dinov3__block12__faces_local96,global,ridge,简单,困难,0
within_main,dinov3__block12__faces_local96,global,ridge,中等,简单,14
within_main,dinov3__block12__faces_local96,global,ridge,中等,中等,21
within_main,dinov3__block12__faces_local96,global,ridge,中等,困难,6
within_main,dinov3__block12__faces_local96,global,ridge,困难,简单,0
within_main,dinov3__block12__faces_local96,global,ridge,困难,中等,2
within_main,dinov3__block12__faces_local96,global,ridge,困难,困难,14
within_main,dinov3__block12__faces_local96,main,knn,简单,简单,47
within_main,dinov3__block12__faces_local96,main,knn,简单,中等,2
within_main,dinov3__block12__faces_local96,main,knn,简单,困难,0
within_main,dinov3__block12__faces_local96,main,knn,中等,简单,13
within_main,dinov3__block12__faces_local96,main,knn,中等,中等,24
within_main,dinov3__block12__faces_local96,main,knn,中等,困难,4
within_main,dinov3__block12__faces_local96,main,knn,困难,简单,0
within_main,dinov3__block12__faces_local96,main,knn,困难,中等,2
within_main,dinov3__block12__faces_local96,main,knn,困难,困难,14
within_main,dinov3__block12__faces_local96,main,ridge,简单,简单,48
within_main,dinov3__block12__faces_local96,main,ridge,简单,中等,1
within_main,dinov3__block12__faces_local96,main,ridge,简单,困难,0
within_main,dinov3__block12__faces_local96,main,ridge,中等,简单,14
within_main,dinov3__block12__faces_local96,main,ridge,中等,中等,21
within_main,dinov3__block12__faces_local96,main,ridge,中等,困难,6
within_main,dinov3__block12__faces_local96,main,ridge,困难,简单,0
within_main,dinov3__block12__faces_local96,main,ridge,困难,中等,2
within_main,dinov3__block12__faces_local96,main,ridge,困难,困难,14
within_main,dinov3__block12__panorama_global,coarse,knn,简单,简单,44
within_main,dinov3__block12__panorama_global,coarse,knn,简单,中等,5
within_main,dinov3__block12__panorama_global,coarse,knn,简单,困难,0
within_main,dinov3__block12__panorama_global,coarse,knn,中等,简单,14
within_main,dinov3__block12__panorama_global,coarse,knn,中等,中等,21
within_main,dinov3__block12__panorama_global,coarse,knn,中等,困难,6
within_main,dinov3__block12__panorama_global,coarse,knn,困难,简单,0
within_main,dinov3__block12__panorama_global,coarse,knn,困难,中等,4
within_main,dinov3__block12__panorama_global,coarse,knn,困难,困难,12
within_main,dinov3__block12__panorama_global,coarse,ridge,简单,简单,48
within_main,dinov3__block12__panorama_global,coarse,ridge,简单,中等,1
within_main,dinov3__block12__panorama_global,coarse,ridge,简单,困难,0
within_main,dinov3__block12__panorama_global,coarse,ridge,中等,简单,14
within_main,dinov3__block12__panorama_global,coarse,ridge,中等,中等,21
within_main,dinov3__block12__panorama_global,coarse,ridge,中等,困难,6
within_main,dinov3__block12__panorama_global,coarse,ridge,困难,简单,0
within_main,dinov3__block12__panorama_global,coarse,ridge,困难,中等,2
within_main,dinov3__block12__panorama_global,coarse,ridge,困难,困难,14
within_main,dinov3__block12__panorama_global,global,knn,简单,简单,44
within_main,dinov3__block12__panorama_global,global,knn,简单,中等,5
within_main,dinov3__block12__panorama_global,global,knn,简单,困难,0
within_main,dinov3__block12__panorama_global,global,knn,中等,简单,14
within_main,dinov3__block12__panorama_global,global,knn,中等,中等,21
within_main,dinov3__block12__panorama_global,global,knn,中等,困难,6
within_main,dinov3__block12__panorama_global,global,knn,困难,简单,0
within_main,dinov3__block12__panorama_global,global,knn,困难,中等,4
within_main,dinov3__block12__panorama_global,global,knn,困难,困难,12
within_main,dinov3__block12__panorama_global,global,ridge,简单,简单,48
within_main,dinov3__block12__panorama_global,global,ridge,简单,中等,1
within_main,dinov3__block12__panorama_global,global,ridge,简单,困难,0
within_main,dinov3__block12__panorama_global,global,ridge,中等,简单,14
within_main,dinov3__block12__panorama_global,global,ridge,中等,中等,21
within_main,dinov3__block12__panorama_global,global,ridge,中等,困难,6
within_main,dinov3__block12__panorama_global,global,ridge,困难,简单,0
within_main,dinov3__block12__panorama_global,global,ridge,困难,中等,2
within_main,dinov3__block12__panorama_global,global,ridge,困难,困难,14
within_main,dinov3__block12__panorama_global,main,knn,简单,简单,44
within_main,dinov3__block12__panorama_global,main,knn,简单,中等,5
within_main,dinov3__block12__panorama_global,main,knn,简单,困难,0
within_main,dinov3__block12__panorama_global,main,knn,中等,简单,14
within_main,dinov3__block12__panorama_global,main,knn,中等,中等,21
within_main,dinov3__block12__panorama_global,main,knn,中等,困难,6
within_main,dinov3__block12__panorama_global,main,knn,困难,简单,0
within_main,dinov3__block12__panorama_global,main,knn,困难,中等,4
within_main,dinov3__block12__panorama_global,main,knn,困难,困难,12
within_main,dinov3__block12__panorama_global,main,ridge,简单,简单,48
within_main,dinov3__block12__panorama_global,main,ridge,简单,中等,1
within_main,dinov3__block12__panorama_global,main,ridge,简单,困难,0
within_main,dinov3__block12__panorama_global,main,ridge,中等,简单,14
within_main,dinov3__block12__panorama_global,main,ridge,中等,中等,21
within_main,dinov3__block12__panorama_global,main,ridge,中等,困难,6
within_main,dinov3__block12__panorama_global,main,ridge,困难,简单,0
within_main,dinov3__block12__panorama_global,main,ridge,困难,中等,2
within_main,dinov3__block12__panorama_global,main,ridge,困难,困难,14
within_main,dinov3__block12__panorama_local16,coarse,knn,简单,简单,47
within_main,dinov3__block12__panorama_local16,coarse,knn,简单,中等,2
within_main,dinov3__block12__panorama_local16,coarse,knn,简单,困难,0
within_main,dinov3__block12__panorama_local16,coarse,knn,中等,简单,13
within_main,dinov3__block12__panorama_local16,coarse,knn,中等,中等,23
within_main,dinov3__block12__panorama_local16,coarse,knn,中等,困难,5
within_main,dinov3__block12__panorama_local16,coarse,knn,困难,简单,0
within_main,dinov3__block12__panorama_local16,coarse,knn,困难,中等,1
