image_id,condition,k,grade,n_valid,cut
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,2,,3,0.1
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,3,,3,0.1
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,4,,3,0.1
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,5,,3,0.1
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,6,,3,0.1
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,7,,3,0.1
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,8,,3,0.1
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,2,,5,0.1
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,3,,5,0.1
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,4,simple_candidate,5,0.1
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,5,simple_candidate,5,0.1
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,6,simple_candidate,5,0.1
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,7,simple_candidate,5,0.1
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,8,simple_candidate,5,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,2,,6,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,3,simple_candidate,6,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,4,simple_candidate,6,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,5,simple_candidate,6,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,6,simple_candidate,6,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,7,simple_candidate,6,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,8,simple_candidate,6,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,2,,4,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,3,,4,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,4,,4,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,5,,4,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,6,,4,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,7,,4,0.1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,8,,4,0.1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,2,difficult_candidate,24,0.1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,3,difficult_candidate,24,0.1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,4,difficult_candidate,24,0.1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,5,difficult_candidate,24,0.1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,6,difficult_candidate,24,0.1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,7,difficult_candidate,24,0.1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,8,difficult_candidate,24,0.1
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,2,medium_candidate,24,0.1
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,3,medium_candidate,24,0.1
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,4,medium_candidate,24,0.1
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,5,medium_candidate,24,0.1
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,6,medium_candidate,24,0.1
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,7,medium_candidate,24,0.1
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,8,medium_candidate,24,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,2,,5,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,3,,5,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,4,simple_candidate,5,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,5,simple_candidate,5,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,6,simple_candidate,5,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,7,simple_candidate,5,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,8,simple_candidate,5,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,2,,3,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,3,,3,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,4,,3,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,5,,3,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,6,,3,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,7,,3,0.1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,8,,3,0.1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,2,medium_candidate,24,0.1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,3,medium_candidate,24,0.1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,4,medium_candidate,24,0.1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,5,medium_candidate,24,0.1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,6,medium_candidate,24,0.1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,7,medium_candidate,24,0.1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,8,medium_candidate,24,0.1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,2,,6,0.1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,3,,6,0.1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,4,,6,0.1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,5,simple_candidate,6,0.1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,6,simple_candidate,6,0.1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,7,simple_candidate,6,0.1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,8,simple_candidate,6,0.1
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,2,,5,0.1
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,3,,5,0.1
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,4,simple_candidate,5,0.1
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,5,simple_candidate,5,0.1
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,6,simple_candidate,5,0.1
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,7,simple_candidate,5,0.1
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,8,simple_candidate,5,0.1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,2,,5,0.1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,3,,5,0.1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,4,,5,0.1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,5,,5,0.1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,6,,5,0.1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,7,,5,0.1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,8,,5,0.1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,2,medium_candidate,24,0.1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,3,medium_candidate,24,0.1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,4,medium_candidate,24,0.1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,5,medium_candidate,24,0.1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,6,medium_candidate,24,0.1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,7,medium_candidate,24,0.1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,8,medium_candidate,24,0.1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,2,,5,0.1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,3,,5,0.1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,4,,5,0.1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,5,,5,0.1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,6,,5,0.1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,7,,5,0.1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,8,,5,0.1
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,2,medium_candidate,23,0.1
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,3,medium_candidate,23,0.1
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,4,medium_candidate,23,0.1
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,5,medium_candidate,23,0.1
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,6,medium_candidate,23,0.1
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,7,medium_candidate,23,0.1
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,8,medium_candidate,23,0.1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,2,medium_candidate,5,0.1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,3,medium_candidate,5,0.1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,4,medium_candidate,5,0.1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,medium_candidate,5,0.1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,6,medium_candidate,5,0.1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,7,medium_candidate,5,0.1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,8,medium_candidate,5,0.1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,2,difficult_candidate,24,0.1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,3,difficult_candidate,24,0.1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,4,difficult_candidate,24,0.1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,5,difficult_candidate,24,0.1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,6,difficult_candidate,24,0.1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,7,difficult_candidate,24,0.1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,8,difficult_candidate,24,0.1
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,2,medium_candidate,24,0.1
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,3,medium_candidate,24,0.1
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,4,medium_candidate,24,0.1
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,5,medium_candidate,24,0.1
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,6,medium_candidate,24,0.1
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,7,medium_candidate,24,0.1
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,8,medium_candidate,24,0.1
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,2,,5,0.1
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,3,,5,0.1
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,4,simple_candidate,5,0.1
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,simple_candidate,5,0.1
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,6,simple_candidate,5,0.1
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,7,simple_candidate,5,0.1
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,8,simple_candidate,5,0.1
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,2,medium_candidate,23,0.1
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,3,medium_candidate,23,0.1
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,4,medium_candidate,23,0.1
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,5,medium_candidate,23,0.1
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,6,medium_candidate,23,0.1
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,7,medium_candidate,23,0.1
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,8,medium_candidate,23,0.1
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,2,medium_candidate,6,0.1
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,3,medium_candidate,6,0.1
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,4,medium_candidate,6,0.1
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,5,medium_candidate,6,0.1
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,6,medium_candidate,6,0.1
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,7,medium_candidate,6,0.1
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,8,medium_candidate,6,0.1
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,2,,22,0.1
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,3,,22,0.1
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,4,,22,0.1
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,5,,22,0.1
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,6,,22,0.1
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,7,,22,0.1
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,8,,22,0.1
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,2,medium_candidate,24,0.1
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,3,medium_candidate,24,0.1
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,4,medium_candidate,24,0.1
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,5,medium_candidate,24,0.1
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,6,medium_candidate,24,0.1
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,7,medium_candidate,24,0.1
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,8,medium_candidate,24,0.1
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,2,,22,0.1
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,3,,22,0.1
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,4,,22,0.1
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,5,,22,0.1
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,6,,22,0.1
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,7,,22,0.1
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,8,,22,0.1
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,2,,24,0.1
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,3,,24,0.1
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,4,,24,0.1
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,5,,24,0.1
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,6,,24,0.1
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,7,,24,0.1
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,8,,24,0.1
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,2,medium_candidate,23,0.1
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,3,medium_candidate,23,0.1
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,4,medium_candidate,23,0.1
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,5,medium_candidate,23,0.1
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,6,medium_candidate,23,0.1
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,7,medium_candidate,23,0.1
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,8,medium_candidate,23,0.1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,2,difficult_candidate,24,0.1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,3,difficult_candidate,24,0.1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,4,difficult_candidate,24,0.1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,5,difficult_candidate,24,0.1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,6,difficult_candidate,24,0.1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,7,difficult_candidate,24,0.1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,8,difficult_candidate,24,0.1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,2,difficult_candidate,23,0.1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,3,difficult_candidate,23,0.1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,4,difficult_candidate,23,0.1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,5,difficult_candidate,23,0.1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,6,difficult_candidate,23,0.1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,7,difficult_candidate,23,0.1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,8,difficult_candidate,23,0.1
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,2,,5,0.1
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,3,,5,0.1
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,4,,5,0.1
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,5,,5,0.1
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,6,,5,0.1
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,7,,5,0.1
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,8,,5,0.1
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,2,,5,0.1
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,3,,5,0.1
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,4,,5,0.1
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,5,,5,0.1
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,6,,5,0.1
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,7,,5,0.1
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,8,,5,0.1
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,2,medium_candidate,5,0.1
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,3,medium_candidate,5,0.1
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,4,medium_candidate,5,0.1
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,5,medium_candidate,5,0.1
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,6,medium_candidate,5,0.1
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,7,medium_candidate,5,0.1
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,8,medium_candidate,5,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,2,medium_candidate,6,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,3,medium_candidate,6,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,4,medium_candidate,6,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,5,simple_candidate,6,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,6,simple_candidate,6,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,7,simple_candidate,6,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,8,simple_candidate,6,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,2,,4,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,3,,4,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,4,,4,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,5,,4,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,6,,4,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,7,,4,0.1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,8,,4,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,2,,5,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,3,,5,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,4,simple_candidate,5,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,simple_candidate,5,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,6,simple_candidate,5,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,7,simple_candidate,5,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,8,simple_candidate,5,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,2,,4,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,3,,4,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,,4,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,5,,4,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,6,,4,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,7,,4,0.1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,8,,4,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,2,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,3,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,4,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,5,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,6,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,7,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,8,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,2,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,3,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,4,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,5,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,6,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,7,,5,0.1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,8,,5,0.1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,2,medium_candidate,23,0.1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,3,medium_candidate,23,0.1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,4,medium_candidate,23,0.1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,5,medium_candidate,23,0.1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,6,medium_candidate,23,0.1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,7,medium_candidate,23,0.1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,8,medium_candidate,23,0.1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,2,,23,0.1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,3,,23,0.1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,4,,23,0.1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,5,,23,0.1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,6,,23,0.1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,7,,23,0.1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,8,,23,0.1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,2,,23,0.1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,3,,23,0.1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,4,,23,0.1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,5,,23,0.1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,6,,23,0.1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,7,,23,0.1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,8,,23,0.1
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,2,,6,0.1
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,3,,6,0.1
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,4,,6,0.1
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,5,,6,0.1
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,6,,6,0.1
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,7,,6,0.1
