image_id,condition,cut,rule,late_h,n_valid,n_supported_modes,singleton_mass,p_onset_8_to_h,onset_conditional_median
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.05,P_pattern,12,5,1,0.6,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.05,P_pattern,15,5,1,0.6,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.05,P_pattern,18,5,1,0.6,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.05,P_pattern,19,5,1,0.6,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,D10_distribution,10,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,D10_distribution,12,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,D10_distribution,15,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,D10_distribution,18,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,D10_distribution,19,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,D20_distribution,10,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,D20_distribution,12,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,D20_distribution,15,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,D20_distribution,18,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,D20_distribution,19,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,G10_geometry,10,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,G10_geometry,12,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,G10_geometry,15,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,G10_geometry,18,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,G10_geometry,19,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,P_pattern,10,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,P_pattern,12,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,P_pattern,15,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,P_pattern,18,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,P_pattern,19,5,1,0.4,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,D10_distribution,10,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,D10_distribution,12,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,D10_distribution,15,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,D10_distribution,18,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,D10_distribution,19,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,D20_distribution,10,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,D20_distribution,12,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,D20_distribution,15,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,D20_distribution,18,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,D20_distribution,19,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,G10_geometry,10,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,G10_geometry,12,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,G10_geometry,15,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,G10_geometry,18,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,G10_geometry,19,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,P_pattern,10,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,P_pattern,12,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,P_pattern,15,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,P_pattern,18,5,1,0.2,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,P_pattern,19,5,1,0.2,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,D10_distribution,10,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,D10_distribution,12,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,D10_distribution,15,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,D10_distribution,18,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,D10_distribution,19,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,D20_distribution,10,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,D20_distribution,12,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,D20_distribution,15,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,D20_distribution,18,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,D20_distribution,19,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,G10_geometry,10,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,G10_geometry,12,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,G10_geometry,15,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,G10_geometry,18,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,G10_geometry,19,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,P_pattern,10,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,P_pattern,12,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,P_pattern,15,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,P_pattern,18,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,P_pattern,19,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,D10_distribution,10,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,D10_distribution,12,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,D10_distribution,15,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,D10_distribution,18,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,D10_distribution,19,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,D20_distribution,10,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,D20_distribution,12,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,D20_distribution,15,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,D20_distribution,18,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,D20_distribution,19,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,G10_geometry,10,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,G10_geometry,12,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,G10_geometry,15,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,G10_geometry,18,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,G10_geometry,19,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,P_pattern,10,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,P_pattern,12,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,P_pattern,15,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,P_pattern,18,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,P_pattern,19,5,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,D10_distribution,10,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,D10_distribution,12,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,D10_distribution,15,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,D10_distribution,18,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,D10_distribution,19,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,D20_distribution,10,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,D20_distribution,12,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,D20_distribution,15,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,D20_distribution,18,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,D20_distribution,19,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,G10_geometry,10,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,G10_geometry,12,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,G10_geometry,15,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,G10_geometry,18,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,G10_geometry,19,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,P_pattern,10,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,P_pattern,12,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,P_pattern,15,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,P_pattern,18,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,P_pattern,19,5,1,0.6,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,D10_distribution,10,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,D10_distribution,12,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,D10_distribution,15,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,D10_distribution,18,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,D10_distribution,19,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,D20_distribution,10,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,D20_distribution,12,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,D20_distribution,15,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,D20_distribution,18,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,D20_distribution,19,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,G10_geometry,10,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,G10_geometry,12,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,G10_geometry,15,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,G10_geometry,18,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,G10_geometry,19,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,P_pattern,10,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,P_pattern,12,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,P_pattern,15,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,P_pattern,18,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,P_pattern,19,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,D10_distribution,10,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,D10_distribution,12,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,D10_distribution,15,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,D10_distribution,18,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,D10_distribution,19,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,D20_distribution,10,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,D20_distribution,12,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,D20_distribution,15,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,D20_distribution,18,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,D20_distribution,19,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,G10_geometry,10,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,G10_geometry,12,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,G10_geometry,15,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,G10_geometry,18,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,G10_geometry,19,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,P_pattern,10,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,P_pattern,12,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,P_pattern,15,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,P_pattern,18,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,P_pattern,19,4,1,0.5,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,D10_distribution,10,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,D10_distribution,12,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,D10_distribution,15,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,D10_distribution,18,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,D10_distribution,19,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,D20_distribution,10,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,D20_distribution,12,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,D20_distribution,15,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,D20_distribution,18,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,D20_distribution,19,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,G10_geometry,10,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,G10_geometry,12,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,G10_geometry,15,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,G10_geometry,18,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,G10_geometry,19,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,P_pattern,10,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,P_pattern,12,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,P_pattern,15,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,P_pattern,18,4,1,0.25,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,P_pattern,19,4,1,0.25,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,D10_distribution,10,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,D10_distribution,12,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,D10_distribution,15,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,D10_distribution,18,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,D10_distribution,19,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,D20_distribution,10,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,D20_distribution,12,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,D20_distribution,15,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,D20_distribution,18,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,D20_distribution,19,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,G10_geometry,10,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,G10_geometry,12,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,G10_geometry,15,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,G10_geometry,18,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,G10_geometry,19,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,P_pattern,10,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,P_pattern,12,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,P_pattern,15,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,P_pattern,18,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,P_pattern,19,24,3,0.208333333333,0,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,D10_distribution,10,24,2,0.0416666666667,0,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,D10_distribution,12,24,2,0.0416666666667,0.13,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,D10_distribution,15,24,2,0.0416666666667,0.45,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,D10_distribution,18,24,2,0.0416666666667,0.67,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,D10_distribution,19,24,2,0.0416666666667,0.75,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,D20_distribution,10,24,2,0.0416666666667,0.09,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,D20_distribution,12,24,2,0.0416666666667,0.25,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,D20_distribution,15,24,2,0.0416666666667,0.45,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,D20_distribution,18,24,2,0.0416666666667,0.67,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,D20_distribution,19,24,2,0.0416666666667,0.75,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,G10_geometry,10,24,2,0.0416666666667,0,18
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,G10_geometry,12,24,2,0.0416666666667,0.09,18
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,G10_geometry,15,24,2,0.0416666666667,0.35,18
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,G10_geometry,18,24,2,0.0416666666667,0.51,18
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,G10_geometry,19,24,2,0.0416666666667,0.61,18
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,P_pattern,10,24,2,0.0416666666667,0.12,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,P_pattern,12,24,2,0.0416666666667,0.21,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,P_pattern,15,24,2,0.0416666666667,0.41,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,P_pattern,18,24,2,0.0416666666667,0.63,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,P_pattern,19,24,2,0.0416666666667,0.71,16
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,D10_distribution,10,24,1,0.0416666666667,0.42,12
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,D10_distribution,12,24,1,0.0416666666667,0.51,12
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,D10_distribution,15,24,1,0.0416666666667,0.65,12
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,D10_distribution,18,24,1,0.0416666666667,0.81,12
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,D10_distribution,19,24,1,0.0416666666667,0.86,12
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,D20_distribution,10,24,1,0.0416666666667,0.1,12
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,D20_distribution,12,24,1,0.0416666666667,0.19,12
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,D20_distribution,15,24,1,0.0416666666667,0.33,12
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,D20_distribution,18,24,1,0.0416666666667,0.49,12
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,D20_distribution,19,24,1,0.0416666666667,0.54,12
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,G10_geometry,10,24,1,0.0416666666667,0.37,13
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,G10_geometry,12,24,1,0.0416666666667,0.48,13
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,G10_geometry,15,24,1,0.0416666666667,0.65,13
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,G10_geometry,18,24,1,0.0416666666667,0.81,13
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,G10_geometry,19,24,1,0.0416666666667,0.86,13
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,P_pattern,10,24,1,0.0416666666667,0.1,12
